spine,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,StnX,StnY,X0,Y0,X,Y,
1,0.647800088,0.728496552,-1.997476339,0.997799158,0.697452664,0.652725458,-1.941965699,0.99716723,0.723812401,0.657689393,-1.942298889,0.996038198,0.749427199,0.663154423,-1.942582488,0.995801687,0.625852287,0.630468428,-1.97154963,0.997929633,0.599977255,0.620548964,-1.971415758,0.99798274,0.572928905,0.610834897,-1.972000122,0.998458087,0.774479747,0.683882296,-1.359619379,0.995194554,0.518441617,0.617616832,-1.492452025,0.998896778,0.667011142,0.82621181,-1.757158637,0.997726321,0.592106104,0.794769883,-1.796060205,0.998817027,0.846180558,0.959351182,-0.791508853,0.955854774,0.346535027,0.95648098,-0.941233337,0.986969948,7,-17,4,-22,-3,-5,
1,0.643543541,0.723207235,-1.902939439,0.998216033,0.694312274,0.649078548,-1.843105316,0.997657895,0.720311403,0.654737711,-1.843383193,0.996831119,0.745471001,0.660890579,-1.843592286,0.996526778,0.623129487,0.62591666,-1.869907379,0.998261511,0.597182333,0.616153717,-1.869631767,0.998359084,0.570734739,0.607019424,-1.870184183,0.998705745,0.769652367,0.683154225,-1.268808961,0.996130228,0.516200304,0.615267694,-1.382362485,0.999134719,0.661756754,0.823880434,-1.670637846,0.99830085,0.585527837,0.78918916,-1.705345392,0.999090791,0.842010021,0.970413625,-0.743733585,0.96381247,0.344305992,0.94884187,-0.876035571,0.990458548,7,-17,5,-23,-2,-6,
1,0.643038332,0.722973108,-1.869881272,0.998252392,0.693801939,0.64872849,-1.808205605,0.997691929,0.719653726,0.654423654,-1.808481812,0.996882379,0.744634986,0.660626411,-1.808661461,0.996573329,0.622737288,0.625427961,-1.835405707,0.998287439,0.596677423,0.615608573,-1.8351053,0.998386562,0.570269048,0.606447637,-1.835675001,0.998726308,0.7681427,0.683025062,-1.231605291,0.996183336,0.515416622,0.614918351,-1.346615791,0.999150753,0.661135554,0.823773921,-1.637207389,0.998344243,0.585019171,0.788958371,-1.672267914,0.999114692,0.841164947,0.971057594,-0.704336405,0.964603305,0.344135225,0.948923945,-0.859711349,0.990778625,7,-17,-4,-18,-11,-1,
1,0.642861903,0.722840905,-1.881877542,0.99827081,0.693634272,0.648533642,-1.822149277,0.997700632,0.719443858,0.654261649,-1.822535157,0.996905982,0.744348049,0.66049701,-1.822798491,0.996584892,0.622559965,0.62510854,-1.849182844,0.99829483,0.596359134,0.615264952,-1.849020004,0.998398721,0.569876075,0.606116414,-1.849570036,0.998731673,0.767645597,0.682985842,-1.248962522,0.996201634,0.514669597,0.614718974,-1.364112973,0.999160171,0.660845637,0.823731422,-1.649350882,0.998374641,0.584584117,0.78879106,-1.684858561,0.999131262,0.840610623,0.970992744,-0.721684813,0.965283155,0.343812585,0.94858551,-0.881552994,0.991094291,7,-17,2,-20,-5,-3,
2,0.249197006,0.708147466,-1.100620031,0.999195576,0.27094537,0.613903165,-1.093952417,0.99922955,0.296490341,0.59323591,-1.094374418,0.999301374,0.320471078,0.574795842,-1.094783068,0.9993065,0.204435199,0.651458919,-1.009782314,0.999014914,0.184859008,0.659197509,-1.008336782,0.998955965,0.166899383,0.667715073,-1.00879848,0.998778582,0.389719069,0.581302345,-0.772403359,0.999508798,0.18222411,0.693392873,-0.342899501,0.998957098,0.317722887,0.766789198,-0.971535087,0.999255419,0.247209355,0.80141753,-0.848565102,0.998734772,0.667165279,0.946657062,-0.538686156,0.982381582,0.155865297,1.049862146,0.019715022,0.969493568,7,-17,7,-17,0,0,
2,0.249060705,0.708660066,-1.121110678,0.999269485,0.270969063,0.614715755,-1.11050868,0.999296486,0.296593666,0.594376385,-1.111139774,0.999360323,0.320435911,0.576146901,-1.111650229,0.999366224,0.204013869,0.651701331,-1.029462099,0.999101698,0.184301287,0.659430325,-1.02808404,0.999046385,0.166147321,0.667988598,-1.028537035,0.998888016,0.389311731,0.581729889,-0.77935493,0.999549031,0.181167081,0.693869233,-0.357230484,0.999049902,0.317239642,0.767879248,-0.9875983,0.999326229,0.246934131,0.802133143,-0.868037522,0.99885416,0.667548597,0.947619796,-0.543077826,0.983883858,0.153887331,1.051548481,0.012211272,0.972422302,7,-17,7,-17,0,0,
2,0.248598292,0.708901167,-1.130452275,0.999333858,0.270729482,0.615284145,-1.121051908,0.999353051,0.296309114,0.595392525,-1.121582627,0.999409616,0.3200275,0.577511132,-1.122041941,0.999416113,0.203828901,0.651684463,-1.039756536,0.999175966,0.184025452,0.659389555,-1.038419485,0.999123573,0.165670142,0.667943716,-1.038876534,0.998982549,0.388741255,0.582281947,-0.786424398,0.999582112,0.180344209,0.69394654,-0.365034521,0.999131322,0.316053778,0.768715024,-0.996668458,0.999388397,0.246252611,0.802366912,-0.877568543,0.998959601,0.667065144,0.948120058,-0.546541274,0.985270917,0.153020054,1.054238081,-0.066237658,0.97507441,7,-17,9,-15,2,2,
2,0.237271309,0.713423014,-1.236882687,0.999833286,0.262810647,0.622986019,-1.250766039,0.999813318,0.288570672,0.607014298,-1.250923038,0.999821603,0.313516706,0.59073633,-1.251505971,0.999831617,0.197687283,0.651044428,-1.146735907,0.999770284,0.178519577,0.658021688,-1.145279288,0.999741554,0.160068616,0.666119456,-1.145619869,0.9997226,0.386644393,0.591950774,-0.788846612,0.999872863,0.175840303,0.68981868,-0.459027857,0.999758065,0.302511126,0.779698551,-1.105592728,0.99987042,0.233196884,0.806737483,-0.974595547,0.999768496,0.662652671,0.944292605,-0.492247105,0.996080399,0.135965154,1.045599341,-0.061424404,0.994882703,7,-17,5,-19,-2,-2,
2,0.238631174,0.713231623,-1.198210716,0.999848008,0.264061123,0.622630358,-1.174399853,0.999829113,0.289601147,0.606831312,-1.174730539,0.999836802,0.314819157,0.590710819,-1.175072551,0.999845803,0.198704541,0.650573373,-1.100815415,0.999789834,0.179156214,0.657466114,-1.099248886,0.999763548,0.160277799,0.665513873,-1.099625826,0.999746084,0.387011588,0.592090428,-0.749665797,0.999883533,0.175321862,0.689547002,-0.41681543,0.999778986,0.303210288,0.779658258,-1.045964003,0.999882162,0.233783871,0.806718409,-0.946912766,0.999789059,0.662925601,0.946522713,-0.496284246,0.996303439,0.134688899,1.046802521,-0.050760288,0.99529016,7,-17,7,-19,0,-2,
2,0.239984363,0.712850928,-1.189641476,0.999860823,0.265303701,0.621968269,-1.169882298,0.99984324,0.29069379,0.606320202,-1.17015326,0.999850035,0.316340864,0.590474486,-1.170550585,0.999858558,0.200085357,0.649968565,-1.093190193,0.999807,0.18016091,0.656775415,-1.091670632,0.999781966,0.160733134,0.664754868,-1.09204042,0.999766111,0.388184965,0.592123806,-0.755878091,0.999893188,0.174698219,0.688651443,-0.407413304,0.999795794,0.303786308,0.779527664,-1.041567087,0.99989295,0.234348893,0.806189597,-0.933707714,0.999807715,0.66352272,0.946903765,-0.538712919,0.996630847,0.132816538,1.04339993,-0.050326191,0.995707989,7,-17,5,-19,-2,-2,
