spine,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
0,0.519182444,0.501947045,-0.619150281,0.999974012,0.543304443,0.442617893,-0.579953372,0.999918938,0.559034705,0.446596563,-0.579869747,0.999935329,0.574252486,0.451063424,-0.579924703,0.999917865,0.500042856,0.43978411,-0.583171606,0.999931037,0.488334,0.441323906,-0.582582295,0.999944687,0.478979766,0.443413377,-0.582872987,0.99993217,0.594428957,0.493036002,-0.320034146,0.999905348,0.470540464,0.483866811,-0.317103833,0.999956727,0.552053154,0.576538384,-0.516704679,0.999946833,0.495411962,0.570298612,-0.516442716,0.999962568,0.721614301,0.87932384,-0.135106355,0.998882949,0.349172294,0.880393445,-0.28467688,0.999631226,0.811334729,1.316690922,-0.139946416,0.053987887,0.266798019,1.298569798,-0.266602695,0.149552509,0.788756251,1.663799167,-0.38999027,0.01859575,0.265228093,1.668646574,-0.593893409,0.066517912,0.805376709,1.787636518,-0.465245962,0.034025658,0.241274551,1.796330929,-0.689984143,0.090244822,0.763170838,1.784931302,-0.506655455,0.061640836,0.28084287,1.80744946,-0.751052678,0.143595666,0.749187827,1.73336041,-0.422653288,0.065542869,0.29927057,1.754424691,-0.633863986,0.144126803,0.653739572,1.716445565,0.008421423,0.000306147,0.406125963,1.717002869,-0.003552446,0.000370927,0.635619998,2.376465559,-0.024047775,0.000146902,0.413716793,2.37749815,-0.046174392,6.69E-05,0.640664935,2.969260931,0.422259867,1.44E-05,0.420560837,2.964107275,0.263658226,1.65E-06,0.64480269,3.079358816,0.44221887,1.54E-05,0.416006655,3.075387001,0.278979719,1.96E-06,0.614744067,3.161437988,0.007110679,4.03E-05,0.461341679,3.146648407,-0.186983645,1.70E-05
2,0.455859721,0.509257436,-0.586773157,0.999920189,0.477690041,0.442617953,-0.548207343,0.999761403,0.493006706,0.443110704,-0.548786402,0.999843538,0.509231925,0.444468021,-0.548973024,0.999754727,0.443118423,0.446923912,-0.564438343,0.999774158,0.431293577,0.449677587,-0.563773036,0.999852657,0.420492649,0.452270329,-0.56380409,0.999788582,0.542560458,0.484982818,-0.378058732,0.999793828,0.419778407,0.489741772,-0.312527418,0.999873042,0.484466255,0.576104105,-0.504037797,0.999880612,0.441582114,0.578077853,-0.504841685,0.999902844,0.676239908,0.874523997,-0.213006377,0.998414755,0.313055933,0.888527691,-0.265212923,0.999212801,0.781020105,1.30586791,-0.235943988,0.08850465,0.233772367,1.305398941,-0.264093995,0.193046451,0.764516175,1.66643858,-0.492851973,0.024778411,0.231881618,1.664502621,-0.59039712,0.061065089,0.785842597,1.797742248,-0.570059538,0.036821652,0.206616998,1.794200182,-0.678902984,0.076427594,0.737650633,1.804789066,-0.611990869,0.068432272,0.246731877,1.808877587,-0.750225902,0.129493624,0.722954988,1.746919394,-0.524359107,0.069475167,0.261943698,1.755668163,-0.634939373,0.12642546,0.622162104,1.722587109,-0.016091388,0.000410405,0.379133523,1.725930929,0.020670185,0.000431967,0.61144489,2.386694908,-0.106990136,0.000481213,0.383562028,2.393164635,-0.012054532,0.00012535,0.615449548,2.988444805,0.313467354,5.12E-05,0.393787444,2.988003492,0.259966612,7.43E-06,0.621254325,3.097028494,0.329664052,5.67E-05,0.391423941,3.098262548,0.270376772,1.57E-05,0.578664899,3.181385517,-0.135438293,8.37E-05,0.430390537,3.167327881,-0.206128046,4.25E-05
2,0.347455025,0.49173224,-0.51109004,0.999950469,0.370003283,0.428626895,-0.495227396,0.999846041,0.385487497,0.428412199,-0.495007992,0.999896824,0.400827795,0.429234535,-0.494917482,0.999851346,0.333623677,0.432017297,-0.479093969,0.999844551,0.322307914,0.433812588,-0.4784998,0.999888718,0.310311854,0.434865415,-0.478793144,0.999839365,0.428908587,0.471781492,-0.324519217,0.999873102,0.306857467,0.477524906,-0.240058616,0.999889612,0.377211422,0.559987783,-0.443406045,0.9999156,0.333143979,0.563227594,-0.419485658,0.999914706,0.571626186,0.817941725,-0.194239497,0.999063313,0.213879615,0.888047814,-0.207804874,0.999428809,0.690517962,1.240344405,-0.199334979,0.111975066,0.185320705,1.271862268,-0.264402688,0.109026708,0.688969851,1.58599174,-0.382512927,0.041541804,0.189664483,1.605832934,-0.683647752,0.045310777,0.712918401,1.699560404,-0.452689737,0.06577415,0.152514681,1.729048848,-0.778334677,0.068548679,0.672358572,1.699327946,-0.487104177,0.116144553,0.199324802,1.730418682,-0.837156177,0.11518421,0.655484676,1.651808619,-0.40976277,0.115181394,0.216219828,1.68006134,-0.727733076,0.115381099,0.542670965,1.643898368,-0.023198459,0.000398353,0.308379859,1.67347765,0.027655989,0.000445926,0.556051254,2.297222137,-0.024629101,0.000244112,0.34750855,2.321721315,-0.025179407,8.47E-05,0.578460693,2.889548063,0.421407312,2.58E-05,0.368809968,2.911206961,0.282627732,3.57E-06,0.586534858,2.990125895,0.440544069,2.91E-05,0.368024319,3.012195826,0.296860516,6.72E-06,0.55482465,3.072787762,0.041632004,5.41E-05,0.405417055,3.07897234,-0.139805347,2.49E-05
2,0.309095293,0.49014774,-0.566829443,0.999939859,0.330774277,0.425169885,-0.540145516,0.999823034,0.346449137,0.42307806,-0.540041208,0.999881387,0.36140871,0.421841085,-0.540113091,0.999841988,0.293050915,0.432052493,-0.529102921,0.999816537,0.281476438,0.434758067,-0.528525293,0.999862909,0.269345284,0.437863618,-0.528881669,0.999804437,0.390915066,0.45960474,-0.317952335,0.99987185,0.268726856,0.480377883,-0.254511088,0.999857783,0.341318756,0.555454791,-0.482747495,0.999909282,0.295401752,0.561603248,-0.462612778,0.999898255,0.546017766,0.802042067,-0.162204474,0.999313712,0.189460367,0.891701162,-0.235831022,0.999461412,0.672689974,1.240402102,-0.18629162,0.16030547,0.148189574,1.299303293,-0.304039419,0.109224789,0.680941105,1.583145261,-0.410139978,0.043497995,0.155356973,1.643505216,-0.731760204,0.041550394,0.709837794,1.702394962,-0.487172514,0.062709972,0.132320315,1.775236487,-0.834282696,0.061740395,0.66266197,1.705814481,-0.530196846,0.110770784,0.171536475,1.776613712,-0.896548092,0.101595581,0.645209253,1.658153296,-0.441838682,0.110933609,0.187715426,1.722757101,-0.775881767,0.10323745,0.528025866,1.65246582,-0.009285144,0.000576816,0.287608325,1.692608953,0.013973395,0.000634306,0.543238401,2.32080102,-0.038732953,0.000262524,0.32024771,2.351519346,-0.005970593,0.000112379,0.564501584,2.920316935,0.385532856,3.02E-05,0.347903907,2.944546223,0.261623144,4.31E-06,0.575431883,3.020561695,0.4027659,3.45E-05,0.349652588,3.050534487,0.272356749,7.48E-06,0.534657359,3.124091625,-0.027160343,5.70E-05,0.390066594,3.122779608,-0.179836482,2.59E-05
2,0.379055083,0.482880056,-0.538440943,0.999964356,0.399694413,0.419571638,-0.510678411,0.999901772,0.411864221,0.417950511,-0.510372996,0.999929488,0.424026668,0.417497039,-0.510214686,0.999912083,0.360483587,0.428085506,-0.495964229,0.999895871,0.34734863,0.432046294,-0.495440185,0.9999156,0.337333739,0.436026692,-0.495630682,0.999885142,0.454841048,0.455198884,-0.313567042,0.999927819,0.330776453,0.477023005,-0.234033033,0.999912858,0.409632504,0.548546016,-0.464768589,0.999951005,0.35864833,0.556902289,-0.442243099,0.999942303,0.607963383,0.831334829,-0.220179126,0.999581218,0.248893306,0.888846159,-0.183941975,0.999590158,0.724731565,1.250204325,-0.244157508,0.253205985,0.19903481,1.282883763,-0.241400361,0.112344414,0.72600019,1.599014997,-0.453946114,0.079523616,0.19553943,1.631527185,-0.682054579,0.06247345,0.751162648,1.720653772,-0.525101483,0.109336726,0.16782622,1.76066637,-0.771798909,0.092440561,0.70672071,1.717540264,-0.563543916,0.181572184,0.206926554,1.758235335,-0.82907331,0.142956197,0.690594494,1.668150544,-0.480855525,0.181759104,0.225839734,1.707548499,-0.724978447,0.147558004,0.559526801,1.663983703,-0.039503731,0.00091092,0.324141175,1.6741364,0.043856412,0.000983753,0.565579057,2.330920696,0.024821665,0.00021451,0.347943932,2.342847586,0.094239362,9.04E-05,0.578700483,2.923155069,0.503020167,2.46E-05,0.366870314,2.932540655,0.433636963,3.10E-06,0.587025762,3.020979881,0.527253687,2.94E-05,0.367231309,3.035052538,0.455615819,5.60E-06,0.552624166,3.117492437,0.129930273,4.29E-05,0.411806673,3.111927032,0.015934525,1.87E-05
0,0.555095315,0.501504958,-0.563630879,0.999982417,0.573276997,0.435913414,-0.532276154,0.999954045,0.585984409,0.43824327,-0.531918645,0.99996376,0.598390162,0.442004144,-0.531818688,0.999954283,0.536350131,0.434563369,-0.533892512,0.999953449,0.521566033,0.436359584,-0.533276439,0.99996084,0.50719291,0.439055681,-0.533351004,0.999947906,0.620448709,0.485645294,-0.306219816,0.999957085,0.491044283,0.47586599,-0.302371144,0.999963522,0.578662753,0.574004948,-0.476595074,0.999972761,0.529601455,0.569013834,-0.475388706,0.999972701,0.733209014,0.881057501,-0.167345554,0.99950248,0.371346653,0.862766504,-0.25212279,0.999657035,0.819854617,1.308291674,-0.144560739,0.145037621,0.282498002,1.244893074,-0.290370226,0.133937567,0.807794452,1.653872728,-0.323734015,0.058794722,0.266963422,1.593120337,-0.651740611,0.083054692,0.829205513,1.760516167,-0.388765275,0.089220032,0.230581611,1.706693888,-0.740270495,0.1176937,0.789694607,1.759710193,-0.430989027,0.151944742,0.270681828,1.717230201,-0.792051911,0.180426165,0.773522258,1.716243625,-0.354639232,0.155245289,0.293451428,1.670536518,-0.690323472,0.181101918,0.655314267,1.694674373,-0.024257897,0.000742828,0.417847544,1.690330386,0.029011536,0.000852603,0.635590672,2.3549757,0.029109579,0.000202351,0.418664217,2.351736784,0.075188324,7.03E-05,0.628644407,2.950343609,0.536383212,2.70E-05,0.419532001,2.939064264,0.434619993,2.57E-06,0.626487136,3.053373575,0.564792633,3.17E-05,0.413193285,3.044428825,0.458052099,4.59E-06,0.612587452,3.133545876,0.181576103,5.16E-05,0.450443923,3.117198944,0.018192589,2.01E-05
0,0.538339496,0.487781823,-0.517157793,0.999988496,0.555934727,0.426698864,-0.487486184,0.99996835,0.571043193,0.428349048,-0.48712486,0.999974489,0.583911657,0.430784434,-0.487020075,0.999971509,0.515037775,0.428944707,-0.486520112,0.999967992,0.502001345,0.432949662,-0.485871732,0.999970019,0.489061207,0.43706575,-0.486008823,0.999961913,0.601592243,0.475023985,-0.272232294,0.999971211,0.473965496,0.478521734,-0.257898837,0.999974489,0.567557693,0.564837039,-0.43518433,0.999979913,0.512025058,0.565102279,-0.431043714,0.999979019,0.733106077,0.892189443,-0.138461679,0.999571204,0.34784773,0.885928929,-0.234009311,0.999689281,0.788345098,1.362446308,-0.124452136,0.096429668,0.278505325,1.288914084,-0.321636975,0.101844937,0.780890107,1.712631583,-0.325281262,0.042225022,0.262235492,1.65189445,-0.764330029,0.081893586,0.801850915,1.818130612,-0.390129954,0.084668666,0.222392917,1.76897347,-0.866860211,0.133506089,0.772837341,1.81227994,-0.450969875,0.143453062,0.2619946,1.778263569,-0.909757912,0.194042385,0.755773187,1.767596722,-0.364315867,0.143257022,0.286579162,1.728530049,-0.802981079,0.192097142,0.649220526,1.759674072,-0.013983051,0.000894806,0.397964031,1.752855778,0.018726697,0.001094419,0.618274629,2.454194784,0.013575548,0.000264129,0.405940473,2.446766615,-0.000910101,0.000124526,0.612522483,3.086307049,0.501227617,3.45E-05,0.39120388,3.071263552,0.309170306,2.97E-06,0.610958219,3.19025135,0.524681807,3.63E-05,0.383663923,3.175870657,0.324917436,2.88E-06,0.595374167,3.278098583,0.124557272,7.27E-05,0.422697067,3.257361174,-0.134474486,2.24E-05
0,0.530211747,0.516213,-0.540909886,0.999982178,0.546912611,0.455260932,-0.498982996,0.999952078,0.558924496,0.456722796,-0.498727471,0.999966323,0.568879843,0.45845294,-0.498687416,0.999954343,0.506340623,0.456313103,-0.506962001,0.999951839,0.492873907,0.458045542,-0.506414771,0.999964118,0.480285972,0.459474385,-0.506517529,0.999948919,0.585080564,0.493960351,-0.262483597,0.999953091,0.467178196,0.494539231,-0.276216775,0.99996376,0.55902493,0.586272061,-0.450381279,0.999967694,0.505604863,0.585505009,-0.458021969,0.999969184,0.705278277,0.886435032,-0.143470973,0.999623239,0.340515465,0.891313195,-0.243579507,0.999652267,0.782923996,1.30187881,-0.171762079,0.110274114,0.267471611,1.279460073,-0.284094483,0.172505721,0.764573932,1.637029052,-0.414302766,0.048767831,0.257573426,1.6301229,-0.661290586,0.082243927,0.783510327,1.750999928,-0.491763592,0.079770885,0.230512455,1.746975183,-0.754705966,0.114079751,0.742401302,1.746899128,-0.533889294,0.138096869,0.271673411,1.75252974,-0.805418491,0.178951442,0.728008628,1.701077819,-0.446808815,0.136577055,0.2913948,1.704013109,-0.698650062,0.173920214,0.633813977,1.689891696,-0.013141383,0.000741645,0.401333004,1.704038024,0.017988984,0.000793747,0.615546167,2.342585802,0.02623356,0.000403509,0.406273752,2.342839479,0.055779398,0.000138327,0.609230936,2.92065835,0.500405431,5.87E-05,0.402610928,2.909805298,0.398621738,5.46E-06,0.610574007,3.024504662,0.526082277,6.72E-05,0.396992862,3.012892723,0.419899076,9.24E-06,0.584459126,3.102166176,0.142197326,0.000102839,0.438786894,3.089029312,-0.011915159,3.40E-05
1,0.648328006,0.525437951,-0.558297217,0.99998498,0.665079594,0.460490465,-0.525959015,0.999963105,0.678428113,0.462963432,-0.525638938,0.999968708,0.691774845,0.467208177,-0.525579929,0.999961495,0.627506137,0.458427697,-0.536212683,0.9999668,0.611612976,0.459531516,-0.535705686,0.999970078,0.595012665,0.461583585,-0.535823166,0.999963939,0.705838323,0.510137439,-0.294074237,0.99996227,0.564644516,0.498570591,-0.330893815,0.999980688,0.669082105,0.603394628,-0.466673851,0.999975264,0.62362057,0.600044489,-0.477892697,0.999982476,0.799857974,0.896686614,-0.157862529,0.99934864,0.432255596,0.852851689,-0.266499221,0.999682844,0.85643816,1.323780775,-0.146374732,0.073042452,0.32742545,1.250337005,-0.355694264,0.17441155,0.853151023,1.655027986,-0.371132255,0.036045745,0.320047736,1.59124279,-0.777858973,0.097652748,0.864159226,1.77773118,-0.445680052,0.066456325,0.290814012,1.702422738,-0.869209886,0.136507764,0.831202209,1.766244292,-0.482566833,0.112250872,0.329664886,1.705126643,-0.911052823,0.205119297,0.814567745,1.721874475,-0.401217222,0.119814359,0.350768894,1.661820769,-0.813320756,0.208202869,0.705073118,1.68492198,-0.013950868,0.000811836,0.468126386,1.670993686,0.018451046,0.000996644,0.668222904,2.349707127,0.023657363,0.000433019,0.453270853,2.340114117,0.088058241,0.000195107,0.653360009,2.932261467,0.529238343,4.55E-05,0.442240059,2.909249783,0.475019991,3.57E-06,0.650719047,3.034814835,0.557312429,5.66E-05,0.434686184,3.01137352,0.502439439,3.85E-06,0.637491286,3.112503767,0.182371631,9.04E-05,0.478477061,3.089359522,0.067900024,2.51E-05
1,0.722826302,0.549905539,-0.579156995,0.999968469,0.739188373,0.493913025,-0.540753067,0.999925613,0.753063321,0.500680685,-0.540492237,0.999929547,0.765853167,0.506800294,-0.540490329,0.999919593,0.700466096,0.481239945,-0.558665693,0.99993962,0.685752869,0.479359955,-0.558096945,0.999942899,0.670556128,0.478557497,-0.558237731,0.99993813,0.771505475,0.543467641,-0.282432079,0.999899089,0.635299623,0.510419726,-0.355506927,0.999962449,0.741796672,0.629786849,-0.478493303,0.99994719,0.69592464,0.622570693,-0.498639494,0.999967754,0.841847599,0.909166455,-0.125347778,0.999017894,0.487545788,0.847594619,-0.300550967,0.99964571,0.888078094,1.336141706,-0.086691678,0.062857643,0.380516589,1.234469295,-0.336963892,0.181169063,0.866196334,1.670410156,-0.280653685,0.031514511,0.375752449,1.571899772,-0.662384808,0.096855618,0.884609699,1.774526358,-0.343297064,0.057775032,0.348998308,1.678220153,-0.751071274,0.132501215,0.854076564,1.770136476,-0.388410747,0.09741132,0.385921985,1.688213587,-0.794117272,0.198127747,0.838457584,1.729154348,-0.314094365,0.102524452,0.40408349,1.646245003,-0.693908334,0.195563987,0.740660667,1.690917611,-0.015741674,0.000637874,0.508170962,1.668577194,0.019750172,0.000796132,0.700192332,2.342277288,0.048959054,0.000333429,0.489845514,2.326874971,0.090036862,0.00014398,0.684805095,2.921673298,0.569119275,4.24E-05,0.476871789,2.896395922,0.489045858,3.64E-06,0.679224968,3.017439842,0.599073589,4.41E-05,0.466219664,2.993228197,0.517293751,3.90E-06,0.669302046,3.102465868,0.213733315,0.000101497,0.501902699,3.076397419,0.065068141,2.88E-05
1,0.736407995,0.553304613,-0.588806093,0.999958932,0.752490282,0.498461604,-0.544851422,0.999903679,0.765091896,0.503940046,-0.544613004,0.999908209,0.77745527,0.509388626,-0.544626355,0.999893546,0.715349555,0.487874389,-0.568660915,0.999928415,0.699592531,0.486073971,-0.568181872,0.999935687,0.684348464,0.485317349,-0.568363309,0.999931335,0.783703446,0.547373354,-0.271676928,0.999856949,0.646578431,0.517587721,-0.361874253,0.999955773,0.75439465,0.632634223,-0.485531181,0.999928355,0.708115101,0.622392595,-0.517823815,0.999960482,0.846819282,0.912657678,-0.101840779,0.998795211,0.495291233,0.845318258,-0.318804324,0.999701023,0.882491469,1.328911781,0.003600887,0.054991853,0.38768065,1.234297872,-0.260080755,0.23713088,0.867980123,1.649130464,-0.133352235,0.024379728,0.387129247,1.5438236,-0.485346556,0.112395018,0.882933497,1.747033477,-0.18420203,0.046335109,0.358234435,1.637724519,-0.555992246,0.149978891,0.85520345,1.741187572,-0.224247023,0.076837122,0.393257588,1.642095566,-0.603464782,0.218035206,0.839989305,1.703258753,-0.161006808,0.079834491,0.410719782,1.603974938,-0.51471132,0.209145367,0.743056059,1.689449549,0.002427276,0.000517405,0.513195038,1.666352987,0.001369001,0.000656648,0.701585829,2.330960751,-0.011732107,0.000264353,0.498159885,2.315693855,-0.023705337,0.000128873,0.677247822,2.91537714,0.43113932,4.99E-05,0.479306549,2.887783766,0.262303233,4.76E-06,0.670711398,3.008080959,0.451129586,4.59E-05,0.466704369,2.981492519,0.276321501,5.73E-06,0.659943342,3.090637922,0.057475101,0.000132385,0.504615784,3.057163477,-0.176980704,3.88E-05
0,0.552108645,0.516397238,-0.532853961,0.999981582,0.577218473,0.456601292,-0.502803206,0.999948084,0.593356609,0.459331334,-0.502454281,0.99995476,0.607580304,0.463118583,-0.502359807,0.999944448,0.534473717,0.455998987,-0.499554545,0.999959826,0.522792697,0.45783627,-0.498945862,0.999965906,0.50925231,0.460466474,-0.49920696,0.99996078,0.628175855,0.506917059,-0.289388746,0.999931097,0.497138828,0.501460493,-0.275105804,0.99997586,0.580537915,0.589484215,-0.450450599,0.99996084,0.52709496,0.58632493,-0.44339627,0.999976635,0.740720034,0.900460362,-0.126216412,0.998951614,0.376327574,0.859047711,-0.245615765,0.99976033,0.82972753,1.325233579,-0.069520958,0.041032936,0.287552774,1.261865616,-0.211274415,0.184329912,0.807661057,1.65556848,-0.218685299,0.014493307,0.293247938,1.630576968,-0.47406441,0.065941244,0.822739303,1.770514727,-0.268682986,0.028354675,0.267092943,1.752534509,-0.544365048,0.092059039,0.782366872,1.766921878,-0.304478079,0.049714714,0.305515051,1.760212064,-0.600659132,0.142621875,0.76747787,1.719329476,-0.246092886,0.053350866,0.323053539,1.711066008,-0.509859502,0.140172005,0.657639742,1.701808691,-0.004732504,0.000319935,0.416135699,1.695299149,0.009577418,0.0004133,0.638325036,2.367413998,-0.020033244,0.000183218,0.422452033,2.362428904,0.017646838,0.000110557,0.634075582,2.957050323,0.430558622,2.50E-05,0.414738983,2.938663006,0.340040088,2.80E-06,0.634957194,3.065672159,0.451001555,2.30E-05,0.407881737,3.042055607,0.359292328,2.76E-06,0.611800313,3.14141345,0.051108491,7.28E-05,0.451417983,3.126989365,-0.081627972,2.56E-05
2,0.388822615,0.522333443,-0.542128801,0.999967694,0.410059124,0.454449505,-0.515330791,0.999902189,0.425108135,0.454835624,-0.515082717,0.999929845,0.436860949,0.45715335,-0.515057385,0.999904156,0.366062194,0.460392118,-0.509169757,0.999903023,0.352315724,0.463429779,-0.508619189,0.999925852,0.34084487,0.466716498,-0.508833647,0.999895871,0.45960936,0.493871391,-0.302805632,0.999922574,0.333500057,0.502853155,-0.262621909,0.999926209,0.422956884,0.589387536,-0.458305508,0.999951363,0.363791168,0.594861686,-0.448372424,0.99995023,0.601506352,0.833950698,-0.169143051,0.999405563,0.24371691,0.89179337,-0.223716572,0.999647081,0.714661598,1.240311623,-0.175948337,0.182127878,0.200223878,1.285538316,-0.316490412,0.122806437,0.694334805,1.585835218,-0.407759905,0.059991654,0.203820989,1.617407918,-0.780238569,0.053833984,0.71487838,1.711289763,-0.485935926,0.084185064,0.184786186,1.748565197,-0.884916127,0.080023497,0.670056999,1.7080127,-0.52897048,0.14139156,0.222345799,1.743749022,-0.939217925,0.126768008,0.656067073,1.659194946,-0.438237339,0.143473864,0.238694459,1.690930128,-0.820993245,0.128567949,0.571009636,1.663417578,-0.023665553,0.000623873,0.327802122,1.694860697,0.027940938,0.000687082,0.567882895,2.310262918,0.008250874,0.000209929,0.34977302,2.332249165,0.036188617,9.56E-05,0.581294179,2.89719677,0.439364851,2.59E-05,0.371592611,2.908079624,0.31071502,3.59E-06,0.589369655,2.994195223,0.458086342,2.89E-05,0.371759623,3.009497166,0.323957026,6.48E-06,0.556259036,3.09123373,0.06345357,5.32E-05,0.416447401,3.08283186,-0.109325148,2.46E-05
2,0.4531762,0.501611173,-0.528448761,0.9999789,0.469701856,0.436729342,-0.497036874,0.999937892,0.482153565,0.436516404,-0.496726036,0.999954045,0.493481457,0.437385231,-0.496569693,0.999939203,0.431427866,0.442284316,-0.495302618,0.999938965,0.414933503,0.44682911,-0.494778633,0.99995172,0.398518324,0.451869547,-0.494913489,0.999933481,0.517678261,0.479412854,-0.280983388,0.999948919,0.381389916,0.494478613,-0.275968283,0.999953449,0.476524413,0.57014513,-0.446384966,0.99996835,0.427554518,0.576556265,-0.442465544,0.999967873,0.651251435,0.831389129,-0.161277771,0.999577224,0.283529818,0.891417623,-0.231138676,0.999721289,0.757887542,1.254417658,-0.170537829,0.205686703,0.235043809,1.293048024,-0.279475898,0.143115953,0.755435765,1.582362413,-0.383276403,0.0695429,0.238742948,1.635981441,-0.653373599,0.083692558,0.769249737,1.724692941,-0.455039114,0.101836458,0.219222948,1.765043974,-0.735758543,0.121681944,0.725414693,1.71659565,-0.49119705,0.168339089,0.258088768,1.758466482,-0.791759849,0.181492448,0.710571587,1.668716788,-0.410794437,0.168863058,0.276884258,1.706929207,-0.692034364,0.179257765,0.611599982,1.673085213,-0.020735849,0.000861764,0.374868661,1.691623449,0.025099337,0.000958181,0.614207566,2.321119547,0.021683585,0.000245233,0.39910531,2.340306997,0.043566532,0.000105037,0.631357551,2.907750845,0.481021106,2.99E-05,0.426873356,2.916671038,0.355525613,3.47E-06,0.636364818,3.006998062,0.503509164,3.54E-05,0.426531374,3.018994808,0.374853879,5.71E-06,0.62064755,3.096797705,0.132898673,6.22E-05,0.477167279,3.091139317,-0.048942886,2.58E-05
0,0.563553214,0.499159127,-0.684026003,0.999965668,0.582695305,0.435879469,-0.644036293,0.999913871,0.595893323,0.43741852,-0.643978655,0.999937832,0.608653665,0.440293878,-0.644058108,0.999905407,0.542649269,0.437673867,-0.649058521,0.999918044,0.526205778,0.440197408,-0.648609996,0.999942005,0.510358095,0.44409582,-0.648864627,0.999916732,0.630450904,0.481934577,-0.378287554,0.999921203,0.493583769,0.485594273,-0.384038985,0.999954581,0.587681711,0.572286248,-0.580682635,0.99995178,0.538259745,0.570777953,-0.583563626,0.99996388,0.75067848,0.869009495,-0.19575718,0.999228835,0.383063406,0.869740486,-0.321572602,0.999535203,0.826075733,1.300704956,-0.209520966,0.141682371,0.277010918,1.278326035,-0.380269438,0.232140794,0.833532989,1.646306872,-0.492075026,0.05041483,0.280811965,1.627942562,-0.771408319,0.084183238,0.859047771,1.774172664,-0.573118806,0.073942363,0.256010145,1.753470063,-0.871838391,0.105423905,0.81803304,1.778883338,-0.62626338,0.124859944,0.301976532,1.768394351,-0.9275316,0.163286969,0.801872253,1.724648714,-0.529511571,0.124980219,0.316089511,1.71599412,-0.809212089,0.161375761,0.686035275,1.719136357,-0.01603543,0.000944878,0.449100971,1.72433722,0.019892324,0.001009605,0.680016875,2.376583338,0.024194684,0.000658427,0.454241842,2.391824007,0.116493627,0.000176661,0.688569844,2.974799871,0.508980393,9.74E-05,0.472348839,2.979223728,0.432473183,1.19E-05,0.696140349,3.080923557,0.533820629,9.96E-05,0.46981439,3.087892771,0.449122101,2.26E-05,0.65264535,3.175925732,0.108876988,0.00012936,0.508836269,3.165378571,-0.008580356,5.27E-05
0,0.56564045,0.500707448,-0.589185834,0.999988794,0.58595407,0.435576916,-0.55030638,0.999971271,0.600373864,0.437090695,-0.55006814,0.999977112,0.611783087,0.440421671,-0.550072074,0.999970555,0.542384148,0.436046779,-0.554619849,0.99997282,0.527542412,0.439080656,-0.554044127,0.999977529,0.514013588,0.442126721,-0.554226637,0.999971688,0.632174134,0.480721951,-0.291147023,0.999971449,0.4986462,0.47638157,-0.295570314,0.999983311,0.594783902,0.578531384,-0.491528839,0.9999789,0.537795782,0.576593757,-0.493237644,0.999983191,0.749975324,0.878466189,-0.126044095,0.999391019,0.376307696,0.875678778,-0.270432234,0.999688089,0.836090446,1.324918509,-0.15174152,0.060762189,0.289764076,1.287113428,-0.369338691,0.150167406,0.833696365,1.681162,-0.416042477,0.031760376,0.280622542,1.649508119,-0.8336339,0.078995012,0.858734012,1.79916501,-0.494397551,0.059413277,0.245349452,1.775028348,-0.946449637,0.116374478,0.819828153,1.798451424,-0.550595641,0.103650302,0.292005718,1.781425834,-0.991598129,0.180797189,0.802156329,1.750655651,-0.45590052,0.105708227,0.312148631,1.729835629,-0.871343732,0.176205486,0.680395126,1.754399419,-0.013938795,0.000627503,0.431272686,1.756960869,0.01869164,0.000714569,0.658124983,2.442105293,-0.015436048,0.000380139,0.435466588,2.45181489,0.035060491,0.000153357,0.663058281,3.068555593,0.445201218,5.39E-05,0.438244104,3.061801195,0.325034171,4.49E-06,0.66655606,3.17627573,0.465618521,5.20E-05,0.432617337,3.167114973,0.337830007,5.21E-06,0.638720632,3.260961533,0.036783919,9.27E-05,0.478331625,3.254177809,-0.134930193,2.92E-05
