class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
1,0.653345942,0.800724089,-1.978963256,0.998555362,0.69143033,0.67853421,-1.900974274,0.998303473,0.717313468,0.673400462,-1.901544809,0.998232067,0.742209375,0.668935716,-1.901658297,0.997736633,0.601012349,0.687744737,-1.919070005,0.998476923,0.568764806,0.68918258,-1.919270873,0.998470664,0.54276967,0.691955984,-1.919876456,0.998370349,0.773468971,0.671995461,-1.251429796,0.99804008,0.502254546,0.701597273,-1.316783071,0.998854339,0.691536605,0.876096845,-1.714254975,0.996303737,0.606508613,0.886655867,-1.7356112,0.997188568,0.899056554,1.012328863,-0.731286883,0.937960625,0.372309685,1.04442811,-0.774145126,0.927719414,1.011493444,1.457744002,-0.715053082,0.092935875,0.283626258,1.57257688,-0.598311067,0.089631841,0.943377614,1.705700278,-1.281636119,0.046521083,0.326237261,1.84913969,-1.124738932,0.01984016,0.950036645,1.804706216,-1.420982122,0.076811716,0.325286448,1.964137793,-1.282907367,0.03422603,0.921078801,1.756976604,-1.467229009,0.101356424,0.338387668,1.913610697,-1.396085501,0.053868681,0.90465343,1.715915084,-1.330097795,0.08708474,0.346844345,1.865597248,-1.195533395,0.049283095,0.841777146,2.052235126,-0.060758185,0.001413267,0.484053195,2.060442924,0.066384658,0.001184309,0.820947826,2.77725935,-0.409023106,0.008301534,0.480603129,2.759903908,-0.337073952,0.00506629,0.838636398,3.517638206,0.192914516,0.000470611,0.514001966,3.507977247,-0.053362567,0.000309621,0.842862725,3.640877724,0.204711318,0.000315883,0.517052054,3.625259161,-0.05462864,0.000461455,0.80281651,3.74872303,-0.593090892,0.000955071,0.570611954,3.752063751,-0.890211105,0.001373216
1,0.648396075,0.759435058,-1.952315569,0.9988482,0.688368678,0.648941875,-1.867810965,0.99847877,0.713822484,0.643967211,-1.868294954,0.998423159,0.73657006,0.640052557,-1.868428588,0.997882843,0.596545517,0.65443629,-1.879458666,0.998727918,0.566698909,0.653679311,-1.879402876,0.998818994,0.540785015,0.653714836,-1.879918456,0.998767197,0.773193538,0.652780831,-1.213820815,0.998140216,0.504771113,0.674961627,-1.249006867,0.999115646,0.692301154,0.845260203,-1.691325903,0.997746825,0.599254251,0.849567533,-1.70378232,0.998607457,0.901408195,1.027792692,-0.73221308,0.946015239,0.368960559,1.038115025,-0.738486886,0.966558516,1.011754632,1.456350088,-0.893185437,0.052798945,0.290453255,1.567138433,-0.600895047,0.102033034,0.925825894,1.663200259,-1.627180099,0.023468243,0.356036603,1.849932909,-1.268350005,0.024135808,0.930228412,1.752033591,-1.820876122,0.044174317,0.363489956,1.966498256,-1.457779169,0.039943773,0.894366443,1.702246189,-1.886064768,0.063300081,0.383457452,1.91761601,-1.556539178,0.065524399,0.880708992,1.666838169,-1.684865594,0.055149771,0.390667558,1.869111419,-1.333783507,0.057356954,0.85147953,2.051301956,-0.086777419,0.000796451,0.486596286,2.055020332,0.093162492,0.000651836,0.836694241,2.826211452,-0.368067443,0.007675454,0.497296989,2.809059858,-0.30640319,0.003044818,0.848192811,3.563331842,0.262517512,0.000440534,0.523919582,3.550652504,0.023471605,0.000158008,0.855249405,3.686999559,0.271938384,0.000257853,0.52559185,3.670618296,0.020201858,0.000284474,0.801385283,3.787940741,-0.573112845,0.000693234,0.580271304,3.780653238,-0.852995098,0.001004545
1,0.631150246,0.820990384,-2.088308811,0.999134719,0.672425508,0.695761442,-2.017023563,0.999014974,0.6979599,0.692024469,-2.017178774,0.998946428,0.721246123,0.689360797,-2.017150402,0.998773515,0.577942789,0.700885534,-2.036029816,0.999049664,0.543887973,0.702011764,-2.035967588,0.998938084,0.517693639,0.703902781,-2.036309242,0.998913884,0.758181691,0.693915248,-1.353568792,0.998796165,0.47854811,0.714686632,-1.420972705,0.998952925,0.68061161,0.90149349,-1.815241098,0.996767342,0.57915771,0.91085434,-1.835689545,0.996860623,0.871430278,1.001617074,-0.754187346,0.92572391,0.365628004,1.044067502,-0.871587873,0.921303153,0.97821033,1.326812029,-0.670757115,0.094873101,0.271647304,1.538520575,-0.756325603,0.080468893,0.867564082,1.34952569,-0.996802986,0.067224883,0.339595616,1.786479115,-1.049363494,0.027678339,0.875510693,1.398195624,-1.09130609,0.105861582,0.349535584,1.893975735,-1.16800034,0.046417765,0.839842677,1.362181544,-1.147215724,0.143067762,0.35617581,1.852734447,-1.259540677,0.071181074,0.826427937,1.340832829,-1.03742063,0.126848936,0.36128661,1.80554235,-1.101886272,0.063359611,0.83913213,2.08284831,-0.066181183,0.000881201,0.470659882,2.095073462,0.071900636,0.000598487,0.820656121,2.881661892,-0.383356631,0.0073557,0.481621325,2.865061522,-0.326157689,0.003460504,0.840885282,3.648168325,0.185858592,0.000711134,0.512675107,3.652028561,-0.096188374,0.000349403,0.844659448,3.7724123,0.19391869,0.000440517,0.518918812,3.774479389,-0.106436297,0.000361677,0.801615715,3.891792059,-0.61766988,0.001417083,0.562325954,3.903253317,-0.948586106,0.001336231
1,0.595811963,0.929660082,-2.246745586,0.998833299,0.637482524,0.798408687,-2.241337538,0.998858094,0.668614805,0.790533662,-2.240835905,0.99905771,0.695356727,0.783258319,-2.240758181,0.998962104,0.537628889,0.806718826,-2.221452475,0.998583734,0.507962286,0.802817523,-2.221501827,0.998205423,0.482716143,0.798002779,-2.221018314,0.997611582,0.731454372,0.757367671,-1.736455202,0.999133945,0.455561459,0.771057963,-1.623005867,0.998245597,0.655462027,0.991379082,-1.995802879,0.991952658,0.553779244,0.994359732,-1.971263289,0.988757312,0.871045113,1.046406031,-1.27956748,0.92379576,0.372910708,1.03760767,-0.843540668,0.859073162,0.994036853,1.346852422,-1.448369145,0.277177721,0.267944247,1.455386877,-0.339084238,0.037976291,0.826176286,1.25575912,-1.792468786,0.237264246,0.32022506,1.437530041,-0.4803904,0.026848279,0.800211728,1.236094952,-1.869815588,0.291749835,0.33128947,1.454216123,-0.514440477,0.05079421,0.78125757,1.185319185,-1.865899444,0.350869089,0.324064165,1.406906843,-0.527898073,0.067903161,0.776381373,1.192956209,-1.802812576,0.322082728,0.335313737,1.399106622,-0.49829489,0.064593889,0.822021008,2.105180264,-0.150187612,0.002376415,0.488591135,2.100884676,0.155674919,0.001821301,0.783449054,2.326638222,-0.197754771,0.008663954,0.392868131,2.405598402,-0.113199249,0.009704307,0.795826614,2.896222591,0.595999837,0.000824625,0.590202689,2.782511711,0.513864875,0.000595746,0.806788921,3.03005743,0.650445521,0.000963095,0.636694252,2.83995223,0.582688987,0.000622329,0.747132659,2.993752718,0.083422855,0.002334839,0.617668927,2.912016392,0.005950448,0.001751809
1,0.625513196,0.783825874,-1.945731401,0.998615682,0.663648069,0.675121486,-1.871248841,0.998576462,0.688965917,0.671080053,-1.871701479,0.998659253,0.711329281,0.668092072,-1.871814489,0.998446405,0.57184875,0.677063704,-1.885136962,0.998509705,0.53845048,0.675968349,-1.885152459,0.998278975,0.512738824,0.676645458,-1.885531425,0.997957349,0.746768713,0.677286148,-1.247410059,0.998761177,0.47378549,0.693164885,-1.293437958,0.998604417,0.671344161,0.865900218,-1.690901756,0.993435979,0.57404983,0.871018469,-1.705847502,0.992698014,0.882757783,1.034161448,-0.760453045,0.92813772,0.356471241,1.05119276,-0.744495749,0.91633898,1.020661473,1.409527183,-0.881027222,0.17678459,0.286220789,1.566734433,-0.507489204,0.043239452,0.921769738,1.561319232,-1.528667927,0.098952532,0.353187144,1.827488184,-0.962354362,0.015670424,0.923719883,1.629418731,-1.703502893,0.132539704,0.364171565,1.940077543,-1.099940062,0.030715846,0.887474418,1.584271789,-1.755145431,0.167716816,0.373287976,1.891973972,-1.182816744,0.044133734,0.872624516,1.556180596,-1.578256607,0.151577234,0.380018175,1.842284918,-1.014364123,0.041095495,0.836545467,2.056130171,-0.100797676,0.001917566,0.468255579,2.061122417,0.107289478,0.001535297,0.829082131,2.818842888,-0.334987462,0.006567093,0.483019054,2.80704236,-0.32093364,0.005821602,0.837216675,3.547101021,0.249924988,0.000459313,0.486938238,3.544448376,0.124802172,0.000367382,0.840859711,3.670600653,0.257936507,0.000446713,0.508005917,3.661414623,0.135530218,0.000477891,0.794524252,3.77948308,-0.399673283,0.001125098,0.55167383,3.788475513,-0.676964104,0.001373336
0,0.608174443,0.55833143,-1.221348524,0.999757528,0.633684456,0.486710042,-1.128834963,0.999468207,0.649800539,0.487481207,-1.129257798,0.999567091,0.663835287,0.490158588,-1.129354239,0.999366999,0.572539926,0.494427234,-1.144894838,0.999528766,0.549411893,0.501404881,-1.144358397,0.999675989,0.527227044,0.510085881,-1.144973993,0.999635041,0.685290933,0.535276055,-0.610722184,0.999278843,0.495813608,0.557609975,-0.661003649,0.99972713,0.645314515,0.635976493,-1.03320992,0.99946332,0.567384422,0.642094374,-1.048614979,0.99966836,0.841997445,0.985042274,-0.314153463,0.981302321,0.338241309,0.975805819,-0.476068646,0.994515359,0.947742283,1.420427442,-0.418572813,0.016603358,0.222855166,1.480802059,-0.50068891,0.152587458,0.950401664,1.772698522,-0.977247059,0.007050776,0.269767225,1.828965783,-1.114165306,0.067198418,0.988051713,1.895907164,-1.123900771,0.015748119,0.244631007,1.953115582,-1.292844534,0.093857124,0.935799778,1.900601745,-1.207299829,0.027817456,0.303490758,1.949382782,-1.38259542,0.159149483,0.91018039,1.849887252,-1.043345332,0.027200725,0.321115404,1.896804333,-1.174360514,0.143088892,0.77493602,1.90446353,-0.049044002,0.000196065,0.424424469,1.920221806,0.055047281,0.000206513,0.785175204,2.673098564,-0.234451607,0.000841736,0.460364163,2.687633514,-0.076546088,0.000266192,0.811331272,3.377970934,0.343863815,0.000154105,0.504093885,3.377406597,0.252572417,1.52E-05,0.82407552,3.499898434,0.356068581,0.00013726,0.502520978,3.496492863,0.255640835,3.76E-05,0.756638646,3.580308676,-0.392341644,0.000144933,0.562790155,3.572496653,-0.512842774,0.000101253
0,0.595753312,0.569045067,-1.237038612,0.999610901,0.624481082,0.49607271,-1.149397016,0.999141455,0.642538905,0.496045947,-1.149868488,0.999254048,0.657600284,0.498530805,-1.149975657,0.998939753,0.56230402,0.50491327,-1.161405683,0.999269724,0.539389849,0.511300504,-1.160997152,0.99948281,0.51810503,0.518027067,-1.161698103,0.999453664,0.680418074,0.540974259,-0.638062894,0.998778522,0.491817653,0.562314749,-0.673212886,0.999575794,0.635620177,0.643200696,-1.050621986,0.999243498,0.55673945,0.649438083,-1.061349154,0.999573588,0.839084446,0.983247936,-0.345602334,0.973240495,0.335159779,0.98036319,-0.475969076,0.993230343,0.943350017,1.418518066,-0.464226246,0.015170221,0.217177153,1.47800529,-0.561073005,0.146556646,0.933075607,1.791142583,-1.01308465,0.005751281,0.269468963,1.811867595,-1.221152067,0.063938528,0.964882195,1.923490524,-1.164455295,0.01348108,0.249656707,1.935451031,-1.405796528,0.089104161,0.912384331,1.928922892,-1.23892343,0.023830758,0.3073062,1.926121235,-1.49246347,0.151113436,0.889001489,1.874828815,-1.074569583,0.023471536,0.323587656,1.87431097,-1.281058311,0.136109471,0.763690293,1.908822775,-0.0641862,0.000196947,0.419478476,1.923842788,0.070050173,0.000215082,0.775839031,2.674721003,-0.196979493,0.001040677,0.452999681,2.689077616,-0.027070155,0.000307553,0.800771534,3.372471333,0.454356909,0.000176053,0.496394962,3.371452093,0.358017236,1.69E-05,0.813122272,3.492209196,0.470821321,0.000142536,0.495336592,3.488012552,0.36861077,4.44E-05,0.747256875,3.576317787,-0.276904285,0.000148269,0.553194761,3.570777655,-0.402986228,0.000110635
0,0.61461699,0.562534273,-1.11972928,0.999780178,0.637057662,0.490118474,-1.026632071,0.999525249,0.652415693,0.491419524,-1.027104497,0.999596834,0.67009449,0.494485229,-1.027305126,0.99942404,0.577432275,0.496169388,-1.043218374,0.999586999,0.552830577,0.502515078,-1.042549253,0.999709368,0.53079772,0.510714889,-1.04319346,0.999687374,0.690882564,0.538811326,-0.521740437,0.999345124,0.496673763,0.558253586,-0.570332229,0.999762535,0.64749068,0.639929354,-0.934563935,0.999572217,0.570387542,0.643594921,-0.950605214,0.999753773,0.846052349,0.995088339,-0.248099804,0.983499944,0.341087699,0.98224628,-0.438443512,0.995835483,0.95529443,1.439874172,-0.330768734,0.016907765,0.22367397,1.486305833,-0.477400064,0.194974825,0.954380691,1.818032026,-0.809045792,0.005645726,0.258592188,1.838975072,-1.082013369,0.063077278,0.989546597,1.955696583,-0.934244931,0.0123266,0.229164511,1.96748817,-1.254371166,0.083231449,0.935125351,1.963593125,-1.003647447,0.022220196,0.291276932,1.966643095,-1.346710682,0.142781019,0.91057837,1.907465577,-0.867680907,0.021828739,0.310070604,1.91271317,-1.142594099,0.129218668,0.785130441,1.922867656,-0.049945887,0.000257246,0.436647117,1.936650634,0.056170367,0.000285431,0.799129605,2.690809727,-0.242384046,0.001153797,0.476108938,2.70596242,-0.105747938,0.000354368,0.822569251,3.388356686,0.321181864,0.000184583,0.512052,3.393042326,0.191857591,1.98E-05,0.835303903,3.508869648,0.330480397,0.000156585,0.507859588,3.51368165,0.193386853,5.53E-05,0.766568303,3.597499132,-0.426771641,0.000158063,0.567784607,3.59700799,-0.586454988,0.000125283
0,0.609564841,0.559250236,-1.113407016,0.999844193,0.634416461,0.486236095,-1.026900291,0.999649882,0.650453269,0.486831933,-1.027267575,0.999719858,0.6677652,0.489078462,-1.027426481,0.999592304,0.571478069,0.494965643,-1.038717628,0.999695599,0.547672451,0.502217412,-1.038037181,0.999791324,0.525995433,0.511171103,-1.038652658,0.99976784,0.692723215,0.534339905,-0.541921318,0.999512255,0.496962458,0.559629023,-0.569799185,0.999824226,0.647223651,0.635702252,-0.93596524,0.999660432,0.568731308,0.641326785,-0.945335686,0.999803424,0.849818528,0.997773707,-0.262619227,0.987500012,0.343473226,0.98523742,-0.436364263,0.997045815,0.949115574,1.453340292,-0.337349653,0.015638456,0.225354463,1.486791372,-0.457136929,0.194883063,0.944806755,1.831053019,-0.807690978,0.00513838,0.258443743,1.844130039,-1.030763984,0.055461299,0.980736732,1.968740463,-0.935491204,0.011092968,0.228839919,1.972162247,-1.193274975,0.072874226,0.924838662,1.977896929,-1.007894278,0.02046844,0.290233076,1.973050833,-1.285736442,0.126877189,0.900354683,1.9200809,-0.865348697,0.020167757,0.30922249,1.918621302,-1.090214491,0.115207233,0.781598449,1.922562122,-0.043467414,0.000244342,0.433910042,1.931912899,0.049679346,0.000270463,0.789200425,2.685888767,-0.227381513,0.00101833,0.467106014,2.693943262,-0.079717055,0.000307175,0.807777286,3.380607128,0.337622106,0.00017604,0.498683602,3.379710436,0.238699272,1.72E-05,0.821234405,3.500453234,0.349610716,0.000165555,0.494391352,3.500835419,0.242775485,5.12E-05,0.746095657,3.590379,-0.386967242,0.000157985,0.550727725,3.579901457,-0.509271741,0.000109348
1,0.67689836,0.975499451,-3.196209431,0.997941375,0.716042161,0.863229215,-3.16450119,0.997280598,0.742765844,0.858420253,-3.163840532,0.997807205,0.767786801,0.85383898,-3.164057493,0.997547746,0.632388711,0.868326068,-3.169664621,0.996866584,0.601242661,0.865796983,-3.170239925,0.996328115,0.569435656,0.861443579,-3.169864178,0.995635509,0.787074864,0.83515054,-2.489002705,0.99760735,0.506206095,0.833306968,-2.504983425,0.996003151,0.71855849,1.033561826,-2.881115675,0.971116483,0.621886551,1.036965489,-2.889739275,0.957977772,0.95055294,1.121877074,-1.774920464,0.796904981,0.407741129,1.052719593,-1.736304641,0.626461327,1.02311039,1.139130354,-1.354835153,0.241354719,0.337266743,1.381109595,-1.394155741,0.188834235,0.854239762,1.043448567,-1.068463326,0.134250447,0.470040798,1.079385877,-1.177621365,0.087771684,0.827080905,1.008732557,-1.049974561,0.166861728,0.52124989,0.984774232,-1.198727489,0.111600563,0.811385751,0.988791108,-1.095089793,0.201804638,0.502737105,0.952838123,-1.170416713,0.128879219,0.816775322,0.998748362,-1.076164484,0.191381052,0.502448082,0.981230974,-1.161013126,0.114546463,0.818355858,2.141692877,-0.144954592,0.001219909,0.517769456,2.114279509,0.15005742,0.001096793,0.791365921,1.645108104,-0.640409946,0.0236519,0.326222062,1.764690876,-0.450721443,0.02671925,0.685902238,1.982688546,0.293345153,0.004426335,0.49256748,1.876846671,0.500583053,0.001722307,0.658516109,2.091762304,0.358682692,0.003839275,0.511574388,1.894221783,0.594075799,0.001565945,0.684985101,1.935279369,-0.168832928,0.008641794,0.510464489,1.876082897,0.157005057,0.003481891
0,0.602854788,0.552326739,-1.20783627,0.999332309,0.630398989,0.481829047,-1.115591407,0.998664439,0.649361253,0.482996345,-1.116050243,0.998969793,0.664935827,0.484913707,-1.116196275,0.998545647,0.569185257,0.48770082,-1.134929776,0.998776793,0.547295272,0.492395043,-1.134384394,0.999121189,0.527217686,0.497691244,-1.135159254,0.998998404,0.684349656,0.525031447,-0.584355474,0.998356223,0.501966894,0.542403758,-0.646504998,0.999243736,0.644350171,0.623036623,-1.01169467,0.997850955,0.562401056,0.625960529,-1.030753851,0.997796297,0.838685215,0.983409822,-0.234721214,0.966805279,0.336576015,0.969827235,-0.476434529,0.974154413,0.948290646,1.412501574,-0.285548747,0.036973123,0.236504704,1.473799944,-0.445347846,0.139515758,0.958294272,1.792445898,-0.833535194,0.022216067,0.277762055,1.826153636,-1.007473707,0.05707752,0.997844994,1.918325067,-0.972807407,0.035303481,0.250913411,1.949360609,-1.191746712,0.082252987,0.948876977,1.932257533,-1.068547487,0.050563611,0.306530386,1.947261214,-1.290499449,0.137757763,0.920663714,1.881740332,-0.9054268,0.046179585,0.325300008,1.895276189,-1.070783377,0.121680021,0.763531685,1.897625685,-0.025308624,0.000370617,0.414824188,1.906011105,0.031569593,0.000361899,0.768715024,2.674064398,-0.270710289,0.00260988,0.446623176,2.674649,-0.1819617,0.001719845,0.795102715,3.389236927,0.291588217,0.000358296,0.486049235,3.388428688,0.127306372,9.82E-05,0.806378961,3.510050774,0.30101189,0.000308942,0.484424293,3.508913994,0.126604244,0.000118803,0.74255091,3.590166569,-0.474653244,0.000605246,0.543146789,3.581997395,-0.683167815,0.000348427
1,0.567252517,0.800274491,-4.041223049,0.999414921,0.650177836,0.681071222,-4.038610458,0.998940587,0.687658489,0.678491414,-4.038175583,0.998869598,0.719231486,0.675283134,-4.038661003,0.998458862,0.512886465,0.675173223,-4.056567192,0.999205828,0.465625584,0.667255759,-4.05744648,0.999308884,0.433713496,0.65789932,-4.057467461,0.999280691,0.764080286,0.663374662,-3.341571093,0.99877125,0.392656147,0.645291746,-3.423965454,0.999677658,0.622195482,0.916705906,-3.715910673,0.998773992,0.49691838,0.901664913,-3.742478609,0.999266446,0.900419116,0.869495928,-2.320360184,0.981173813,0.201376557,0.910860181,-2.469699621,0.994073927,1.122742653,1.210548997,-1.782900095,0.186088443,0.053630196,1.410482764,-1.803795815,0.288933426,1.078762889,1.516528964,-1.862739563,0.030957192,0.084972061,1.785927176,-1.806398988,0.059529621,1.084583044,1.605831385,-1.885745645,0.041295275,0.078013264,1.919704437,-1.837631941,0.075062603,1.064769626,1.579857469,-1.96224916,0.054748442,0.107252955,1.874290824,-1.928719759,0.100811914,1.038114548,1.544735193,-1.888844728,0.055228021,0.133264914,1.819285035,-1.837048173,0.096065231,0.707208276,1.799641132,0.000173077,0.006983551,0.341025174,1.826987743,0.004737065,0.007056998,0.699447989,2.050452471,0.118084751,0.016612088,0.332184643,2.247830153,0.151126817,0.010911036,0.692535281,2.704080343,1.557149291,0.001284362,0.477421373,2.730683088,1.340214372,0.000890593,0.685119748,2.814795017,1.670906782,0.000869214,0.495834172,2.782454014,1.430625558,0.000915781,0.688341677,2.951765537,1.050671697,0.00203844,0.571371973,2.996021748,0.693341136,0.002141698
0,0.578313828,0.439618111,-1.35665226,0.999304473,0.600666881,0.367425054,-1.266598701,0.998619318,0.619531751,0.371172905,-1.267175436,0.998689473,0.640944123,0.37727654,-1.267664552,0.998349249,0.540503442,0.363914937,-1.272473097,0.998818994,0.516834795,0.364678353,-1.271751046,0.999084592,0.494300306,0.36619246,-1.272379518,0.999068081,0.667138338,0.427634776,-0.695988536,0.998162627,0.453078985,0.418011487,-0.69379437,0.999240398,0.615277946,0.537072062,-1.143116593,0.999468744,0.534429133,0.531460226,-1.144196272,0.999634147,0.847206473,0.87563628,-0.364148796,0.993024826,0.276818901,0.902158678,-0.423547208,0.996981859,1.005345225,1.337321877,-0.461612552,0.15933235,0.200330928,1.41468811,-0.454237133,0.391490877,0.998470128,1.74260962,-1.148430347,0.034202021,0.228916883,1.782396674,-1.324020624,0.117844507,1.028462529,1.890200019,-1.35143137,0.042621907,0.205109045,1.924769163,-1.548313737,0.118289866,0.968709826,1.883113861,-1.447935462,0.067273438,0.264186203,1.904663444,-1.678679228,0.180451915,0.943731427,1.827549815,-1.218679667,0.06522467,0.28434369,1.84723866,-1.405210018,0.167895749,0.787125707,1.832252979,-0.100726023,0.001459772,0.411340624,1.856746554,0.105979741,0.001691719,0.804278672,2.650828838,0.048156507,0.00281071,0.452531248,2.668545723,0.212663889,0.001160507,0.830295444,3.389324427,0.996769071,0.000604437,0.496145546,3.395474434,0.951123714,0.000105823,0.84130156,3.507793903,1.040981889,0.000348068,0.496573687,3.511262655,0.999571204,0.000292681,0.789130569,3.614518881,0.190653697,0.000298903,0.563167274,3.616055489,0.086955465,0.000447171
1,0.610388935,0.679029584,-2.702557564,0.999011159,0.665414274,0.567027926,-2.717771769,0.997501254,0.70379293,0.568688095,-2.716739893,0.997583866,0.740897119,0.571823478,-2.71693182,0.996667385,0.550992489,0.556008875,-2.720851421,0.99803108,0.506063581,0.550338745,-2.720180273,0.998381853,0.472182602,0.547529578,-2.720012665,0.998246372,0.793879032,0.590416014,-2.245652914,0.997065187,0.42124477,0.561567366,-2.234591484,0.998997688,0.657295525,0.80209446,-2.475777149,0.998780131,0.543232679,0.794514656,-2.473251104,0.999223351,0.92705375,0.853714287,-1.581985712,0.993778646,0.232243329,0.906437576,-1.607209444,0.996841729,1.12750411,1.252737045,-1.034679532,0.27238515,0.050542317,1.451725483,-1.28813529,0.410078853,1.026177645,1.666969776,-0.909724057,0.034431394,0.098503612,1.925236583,-1.662288904,0.08551497,1.038878441,1.818088174,-0.919588745,0.029920505,0.065313719,2.093544245,-1.764979124,0.078063153,0.989746928,1.808254361,-0.957265973,0.043854225,0.136218026,2.051318645,-1.836451769,0.107518673,0.96841985,1.764682412,-0.924117446,0.045898747,0.166519389,1.990370393,-1.713537574,0.105689421,0.817907214,1.825647473,-0.061328579,0.000769391,0.36033982,1.8291049,0.065395132,0.000695411,0.799051583,2.689395666,0.374525756,0.001160686,0.415831149,2.671432495,0.368708551,0.000741188,0.826381326,3.401221275,1.52714324,0.000206333,0.451823413,3.368211985,1.293167591,4.33E-05,0.831938744,3.523486137,1.587903619,9.40E-05,0.455250889,3.479133368,1.358529925,9.71E-05,0.773159027,3.687249899,0.76333499,0.000143964,0.546214819,3.666499138,0.441131294,0.000195731
1,0.611166835,0.685977519,-3.314323425,0.999458969,0.674537778,0.567284346,-3.306924105,0.998386323,0.712823033,0.567165554,-3.306129932,0.998452306,0.749517739,0.56856066,-3.306467533,0.997555494,0.551969647,0.561618388,-3.321331024,0.998870432,0.504014075,0.559069812,-3.321248531,0.999111533,0.467826694,0.558717787,-3.321222305,0.998912632,0.805260956,0.589973629,-2.684568405,0.997767925,0.410638005,0.576087594,-2.72274375,0.999444723,0.660566449,0.807556033,-3.029744625,0.998855293,0.542252004,0.808489621,-3.042173147,0.999355733,0.937925816,0.862981021,-1.843099952,0.99140507,0.226702452,0.912725627,-1.956161141,0.998019755,1.128219843,1.282169938,-1.413645029,0.328070939,0.057016503,1.475463271,-1.635542512,0.449362546,1.0416044,1.676746964,-1.565789819,0.03147722,0.112830557,1.929553747,-1.984969497,0.104258239,1.06106019,1.816031933,-1.622680664,0.025167359,0.084549293,2.094148397,-2.099256992,0.082805872,1.013809681,1.794900656,-1.689164877,0.03457842,0.151920348,2.049117804,-2.187969685,0.109309882,0.989508986,1.754810333,-1.596771121,0.039453797,0.180066034,1.988784075,-2.025800943,0.118484639,0.824366212,1.853595853,-0.071206339,0.00105079,0.365145028,1.864993334,0.075455591,0.001219014,0.796913743,2.726954937,0.300128996,0.002637674,0.417215049,2.717911243,0.252690732,0.00165267,0.815218449,3.448836327,1.540761232,0.000301013,0.44452849,3.426394939,1.281943321,0.000100312,0.818889797,3.5730021,1.603825212,0.000130338,0.449661016,3.543653965,1.352125645,0.00016679,0.761144876,3.737531424,0.714132667,0.000210182,0.531382084,3.722153664,0.373621941,0.000327064
0,0.56032908,0.429905027,-1.440972686,0.999662876,0.590090454,0.354874134,-1.350155592,0.999325573,0.60973227,0.356256366,-1.35065484,0.999401331,0.62749064,0.357474506,-1.350979447,0.999223828,0.520241082,0.356508642,-1.353050947,0.999352157,0.494924128,0.359105796,-1.352267265,0.999516606,0.47081098,0.36285606,-1.352886796,0.999475241,0.659754217,0.407195896,-0.766686618,0.999134898,0.440524191,0.411196977,-0.750502467,0.999574721,0.60643971,0.52734673,-1.225141764,0.999716461,0.518056452,0.526706636,-1.221246004,0.99977982,0.859319568,0.880645931,-0.434069395,0.993632913,0.271293283,0.901591539,-0.481702805,0.996973991,1.004916072,1.373769164,-0.594181061,0.143007398,0.177189693,1.460169673,-0.630924642,0.328333825,0.986953437,1.763592243,-1.312074184,0.03495812,0.242456079,1.776965976,-1.585808039,0.114284351,1.016313791,1.911010265,-1.525951982,0.045696754,0.23033002,1.911541224,-1.82990706,0.122276455,0.953229249,1.897585511,-1.615111589,0.07273455,0.287857175,1.875408173,-1.949221849,0.184841812,0.928831577,1.840429187,-1.382215977,0.071932033,0.303760231,1.82084012,-1.664850593,0.173539296,0.780551314,1.861165643,-0.092674464,0.001361924,0.389946669,1.882590175,0.098469406,0.001460106,0.793499827,2.70114994,0.042601354,0.001880561,0.431965292,2.71973443,0.180737138,0.000754044,0.804293931,3.451632738,0.968490779,0.000555095,0.456197083,3.466719151,0.890882313,7.32E-05,0.814894855,3.572288752,1.00846839,0.000300528,0.454077899,3.587784767,0.935583413,0.00021399,0.746893823,3.688666344,0.150197878,0.000243049,0.51852721,3.694927692,0.016938662,0.000365605
