class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
0,0.560553789,0.438872159,-1.539581656,0.999004245,0.594139218,0.359211802,-1.435315967,0.998229265,0.61556685,0.360583186,-1.436046362,0.998237073,0.634251237,0.362464756,-1.436253071,0.997856557,0.51914829,0.36133948,-1.445186734,0.998461843,0.493259579,0.363304734,-1.444484472,0.998742759,0.469281286,0.366866499,-1.445290446,0.998806119,0.66758281,0.413148791,-0.78604877,0.99759388,0.439362139,0.417900503,-0.80766362,0.999073267,0.607011914,0.537626982,-1.298283577,0.999080539,0.515309393,0.538650155,-1.305776358,0.999407947,0.866355419,0.888646305,-0.381470144,0.980448663,0.258949816,0.921883941,-0.509121716,0.989399314,0.978941739,1.406564116,-0.405662239,0.093158938,0.154461771,1.47962594,-0.64953202,0.285324425,0.963478446,1.813066125,-1.0919981,0.026397755,0.250733465,1.806607008,-1.632957697,0.103172816,0.988289475,1.958058953,-1.295720339,0.042604543,0.255553693,1.938767195,-1.89221406,0.125558287,0.9401474,1.936043501,-1.401425242,0.066185452,0.307281315,1.887318969,-2.001941204,0.189798608,0.915130615,1.882459164,-1.16878581,0.064661458,0.318270385,1.837602615,-1.7093817,0.177018762,0.785477996,1.908117414,-0.083227247,0.000691144,0.385446101,1.937798858,0.089336887,0.000688888,0.799465716,2.780696392,-0.077763535,0.002904391,0.432210356,2.79542923,-0.004135478,0.001203855,0.821902454,3.566330433,0.778209269,0.000397778,0.471590906,3.570042372,0.620566368,9.00E-05,0.832280755,3.689974785,0.804977536,0.000179956,0.472108364,3.691024542,0.654105783,0.000200292,0.769717515,3.809421301,-0.123980165,0.000267203,0.537072361,3.800119877,-0.324806541,0.000510372
0,0.560311079,0.4390468,-1.542068362,0.999038756,0.593915105,0.359286308,-1.437393785,0.998284042,0.615385115,0.360634774,-1.438139915,0.9982934,0.634076238,0.362484962,-1.438344359,0.997928202,0.518976569,0.361453354,-1.447253346,0.998504102,0.49314943,0.363402098,-1.446573734,0.998777866,0.469194233,0.366944641,-1.447390199,0.998837471,0.667587101,0.413118899,-0.787046731,0.997662663,0.439283371,0.417907923,-0.805964828,0.999096215,0.606964588,0.537828982,-1.300310493,0.999112487,0.515322328,0.538887858,-1.307714581,0.999424696,0.866652787,0.887042344,-0.382181227,0.981175125,0.259991407,0.920372844,-0.503993452,0.989756644,0.978917897,1.405377507,-0.401195139,0.094048254,0.158811107,1.477288365,-0.628375947,0.288071841,0.963651299,1.809244514,-1.054920435,0.026894379,0.252107501,1.80219233,-1.602798462,0.105245396,0.9887622,1.953221917,-1.253639579,0.043368079,0.255826831,1.932844162,-1.861427903,0.127810255,0.940924525,1.931352377,-1.365187407,0.067457765,0.307662547,1.883810163,-1.978090644,0.19296205,0.91580677,1.878221273,-1.132730246,0.06581033,0.319056571,1.834603667,-1.682237864,0.180106267,0.786437035,1.900560021,-0.083728209,0.000683941,0.387774974,1.931407213,0.08980906,0.000681573,0.803169131,2.773550272,-0.083864011,0.002795683,0.436610699,2.788556337,-0.016603988,0.001163717,0.828120708,3.560974836,0.765647292,0.000393647,0.480716407,3.564052343,0.600898266,8.77E-05,0.838853359,3.684945583,0.791487336,0.000178734,0.482362121,3.684675455,0.633355796,0.00019688,0.777088642,3.801808596,-0.134926587,0.000261686,0.546630919,3.793164015,-0.348508775,0.000498387
0,0.560147524,0.439100534,-1.541466951,0.999082983,0.593908906,0.359330475,-1.437446833,0.998356819,0.615384221,0.360692292,-1.438189507,0.998365343,0.63408637,0.362540454,-1.438416243,0.998021722,0.518657088,0.361478865,-1.445890665,0.998561323,0.492708981,0.363421053,-1.445170283,0.998822153,0.468633711,0.366958261,-1.445974708,0.998879969,0.667690158,0.413143933,-0.787618518,0.997759104,0.438684523,0.417854011,-0.800803661,0.999125838,0.606978953,0.537887394,-1.300054669,0.999152958,0.515054345,0.538930774,-1.305513978,0.999446929,0.866869807,0.886869967,-0.384592712,0.981908441,0.25989455,0.919694662,-0.495683581,0.990091562,0.97745657,1.407109618,-0.39796406,0.094299063,0.158991307,1.475662112,-0.615294576,0.289606959,0.962321162,1.810010672,-1.00261271,0.027295636,0.25195244,1.798867345,-1.585445642,0.106301688,0.98779583,1.954196811,-1.197215796,0.043895643,0.254767478,1.92966032,-1.843354583,0.128944844,0.939767659,1.9318434,-1.307876587,0.068333931,0.306893289,1.880572557,-1.962049127,0.194637254,0.9146263,1.878605723,-1.079034805,0.066693477,0.318634838,1.831598878,-1.666481733,0.181912869,0.786334157,1.900964975,-0.085519679,0.00068244,0.387547642,1.931185365,0.091621727,0.000679608,0.802878559,2.774114132,-0.081915878,0.002695546,0.436225474,2.788477421,0.000807045,0.001127909,0.826842308,3.561273098,0.781032801,0.000387523,0.480092049,3.563227415,0.639797807,8.50E-05,0.837396741,3.685271025,0.808197856,0.000176397,0.481976986,3.683754921,0.674994349,0.000192421,0.775073886,3.802131176,-0.126171693,0.000255112,0.545194387,3.792708397,-0.307495683,0.000486449
0,0.55965054,0.439129442,-1.532774687,0.999136686,0.593780637,0.359366417,-1.431321621,0.998447359,0.615291595,0.360743195,-1.432018638,0.998456597,0.634015441,0.362585068,-1.432237625,0.998130679,0.51852262,0.361499786,-1.438107133,0.998639703,0.492620379,0.363424838,-1.437352777,0.998887658,0.468572915,0.366918385,-1.438099623,0.998940408,0.667700171,0.413157165,-0.788009822,0.997875452,0.438630968,0.417445093,-0.797237992,0.999172807,0.606725097,0.538029671,-1.295482278,0.999202907,0.514640868,0.538985074,-1.298547626,0.999478698,0.867243409,0.886479437,-0.391919404,0.982806683,0.259530455,0.919692755,-0.496609211,0.990682721,0.977879822,1.405496836,-0.464505523,0.094384894,0.159656361,1.4759022,-0.622582853,0.297288477,0.963844955,1.807606936,-1.167121887,0.027314674,0.250790149,1.799794912,-1.590829611,0.10921216,0.989946187,1.951336384,-1.381724715,0.043842725,0.251003921,1.930765271,-1.848782182,0.131337181,0.940764308,1.930469155,-1.485964894,0.068353504,0.304458052,1.883291721,-1.96771872,0.198064134,0.915344894,1.877320528,-1.244661093,0.066764332,0.317212284,1.833706617,-1.671330452,0.18537195,0.78664434,1.899879336,-0.085684218,0.000707805,0.388613522,1.930362821,0.091760769,0.000709375,0.803585231,2.771307945,-0.057557322,0.002658013,0.439339578,2.788414478,0.054503661,0.001112934,0.828341663,3.555630922,0.823935151,0.000398732,0.484079033,3.561273336,0.707038999,8.37E-05,0.839086533,3.679471493,0.854903877,0.000183529,0.485707909,3.681428194,0.744257033,0.000193028,0.776721418,3.796925306,-0.061913542,0.000254086,0.548439384,3.791310072,-0.220980078,0.000476194
0,0.559412658,0.439221293,-1.524477482,0.999174654,0.593669295,0.359498024,-1.425089598,0.998509943,0.615172446,0.360930383,-1.425777197,0.998519063,0.633897305,0.362823367,-1.426017284,0.998209238,0.518466055,0.361516863,-1.429437876,0.998690724,0.492589712,0.363439769,-1.42864871,0.998928905,0.468561321,0.366924584,-1.429383636,0.998979032,0.667619705,0.413487375,-0.787943482,0.9979496,0.438583612,0.417317092,-0.78642565,0.999199152,0.606573522,0.538346112,-1.289719105,0.9992401,0.514447212,0.539074779,-1.289233804,0.999499798,0.867393851,0.886370897,-0.40263471,0.983514667,0.258630484,0.919710934,-0.491474807,0.99113369,0.978222847,1.405471921,-0.5104599,0.094403721,0.160134822,1.476465583,-0.606322825,0.300471038,0.963918209,1.807331324,-1.234061003,0.027368387,0.249954298,1.803583026,-1.553598166,0.110365234,0.989957213,1.950859904,-1.452013254,0.043899309,0.248544618,1.935068846,-1.808216453,0.132109076,0.940291524,1.930226684,-1.553850412,0.068568729,0.302706093,1.889313459,-1.929410219,0.199424386,0.914913356,1.877198458,-1.310683012,0.066961057,0.316170603,1.839125156,-1.634371042,0.186756089,0.7866593,1.899636626,-0.089186296,0.000721095,0.388635844,1.929671049,0.095150754,0.000726683,0.803492725,2.770873308,-0.029356519,0.002624004,0.439260155,2.788452864,0.110355064,0.001106145,0.828279316,3.552812338,0.885446846,0.00040973,0.48370257,3.5585742,0.798618674,8.26E-05,0.839011669,3.6764009,0.920702636,0.000189326,0.485358298,3.677243471,0.840188026,0.000193936,0.776622415,3.793652058,0.007427057,0.00025332,0.548061609,3.789992571,-0.119462647,0.000469019
0,0.555467069,0.440071374,-1.556873798,0.999247134,0.592025638,0.359978765,-1.458108187,0.998631239,0.614055395,0.361391991,-1.458889484,0.998645604,0.632753193,0.363224894,-1.459109545,0.998362541,0.516145408,0.361933887,-1.459319711,0.998784363,0.490359247,0.363742322,-1.458655715,0.999006689,0.466407925,0.367212117,-1.459392071,0.999048412,0.667435765,0.413694501,-0.816381276,0.998126626,0.438027769,0.417301118,-0.804967701,0.999246359,0.604883671,0.539169252,-1.320170164,0.99931556,0.511694074,0.539479911,-1.315733671,0.999543011,0.869188011,0.885717988,-0.438455194,0.984704196,0.258490384,0.918291628,-0.480602175,0.991773605,0.985859752,1.405099154,-0.530595064,0.098742768,0.161552459,1.475926995,-0.569915295,0.305571139,0.969976425,1.807351589,-1.205929756,0.028701849,0.249627739,1.79103446,-1.538309693,0.112727925,0.997561276,1.951756716,-1.42095542,0.045152117,0.248324633,1.92010355,-1.798318863,0.133800685,0.943999588,1.930474162,-1.530396581,0.07058724,0.301435411,1.869215012,-1.919409394,0.202175438,0.918212771,1.87676084,-1.283138752,0.069160067,0.314965814,1.819869399,-1.619917512,0.189154983,0.787289321,1.899749637,-0.097002044,0.000732838,0.389038473,1.929065347,0.102906063,0.000737968,0.80633086,2.771262646,-0.092199288,0.00254395,0.441185802,2.787972927,0.048331555,0.001091946,0.831579983,3.554276228,0.768080533,0.000422275,0.484403938,3.559131622,0.687932849,8.39E-05,0.842939556,3.67839694,0.796813309,0.000195952,0.485735238,3.679920197,0.72355175,0.000202652,0.778226554,3.796230078,-0.13376072,0.000254409,0.549509346,3.79215765,-0.243830293,0.000482355
1,0.581587195,0.706846476,-3.402139187,0.998634398,0.650502443,0.587861121,-3.416368961,0.996617973,0.688847423,0.591387331,-3.415543318,0.996692657,0.726556063,0.595380485,-3.415746689,0.994991481,0.529247999,0.57564801,-3.427152634,0.997597396,0.481052458,0.572970092,-3.427277327,0.998159289,0.445879281,0.57082659,-3.427317858,0.998063385,0.785439014,0.610276341,-2.85853529,0.995722413,0.396680892,0.572961032,-2.892201662,0.998953402,0.632251084,0.841445625,-3.135851383,0.998212039,0.508522451,0.824515581,-3.146006346,0.999058843,0.920142055,0.868512988,-1.988703132,0.982976437,0.203513235,0.894137025,-2.121063948,0.994933724,1.125456572,1.270102978,-1.327924371,0.234385595,0.03360007,1.47751379,-1.692304015,0.412013829,1.044536352,1.664607167,-1.225552559,0.027240425,0.085459821,1.959602475,-1.876661301,0.103846915,1.058880687,1.815071464,-1.256178141,0.025107995,0.06608329,2.131449223,-1.966005683,0.093141899,1.016037226,1.786131382,-1.326765776,0.036006194,0.12954253,2.094158173,-2.053129673,0.128164083,0.991733074,1.744594574,-1.254035234,0.038322296,0.158830658,2.029132128,-1.912654638,0.125696003,0.78668803,1.892602444,-0.06700559,0.000709604,0.322360784,1.892426848,0.070651345,0.000801094,0.750409722,2.807842255,0.231543094,0.002748189,0.368295789,2.78067112,0.136113867,0.001439406,0.755603135,3.568587065,1.347220182,0.000374361,0.377886027,3.53988409,1.049150586,0.00010094,0.755591333,3.703335524,1.399263859,0.000157583,0.388091415,3.671730518,1.104744792,0.000175134,0.696374536,3.878098011,0.628387809,0.000281619,0.452518165,3.83954978,0.17772752,0.000433826
1,0.575069726,0.724899948,-3.904174328,0.999309719,0.655931115,0.604429841,-3.88624382,0.998473704,0.699202895,0.608895361,-3.885739803,0.998421311,0.74066335,0.614248574,-3.885882616,0.997615933,0.519743085,0.591722846,-3.893052578,0.998931229,0.47043854,0.589428604,-3.893954754,0.999158025,0.435051113,0.588013113,-3.893808842,0.999087572,0.799410224,0.635945141,-3.214812517,0.997790098,0.390397161,0.592193186,-3.253274441,0.999507546,0.632235825,0.86289829,-3.602793455,0.99832356,0.501032174,0.841509879,-3.615382671,0.999049425,0.907646656,0.895113111,-2.269406557,0.976871848,0.213836551,0.899179816,-2.291859627,0.995009124,1.088426232,1.321667433,-1.610400915,0.205500901,0.068349503,1.376853347,-1.468571544,0.358738571,1.028352141,1.591609716,-1.496369123,0.027187772,0.099824123,1.751046777,-1.17024219,0.061881755,1.029389143,1.704966307,-1.504665136,0.03133687,0.094790921,1.88523376,-1.166388392,0.067007191,1.000986934,1.663160801,-1.578189135,0.041044358,0.113723457,1.841041446,-1.254240394,0.091123126,0.976140976,1.622493505,-1.5189749,0.041408412,0.135445863,1.787008524,-1.196485043,0.089773193,0.728942335,1.878885031,-0.025991639,0.003433171,0.328594983,1.883486271,0.03109074,0.003753808,0.651324749,2.339257002,-0.045737822,0.009820625,0.314271837,2.427509546,-0.012486077,0.009876671,0.68533051,3.039228678,1.187512755,0.000999259,0.398490638,3.031175852,0.916692138,0.001010896,0.685482442,3.162123919,1.2613765,0.000470664,0.409443051,3.111221552,0.97994107,0.001196142,0.661324143,3.309202671,0.617389739,0.001198662,0.480178654,3.323305607,0.226099327,0.002627796
1,0.575071931,0.724583805,-3.967479706,0.999347568,0.656217217,0.604155362,-3.940238476,0.998582065,0.699474633,0.608634055,-3.939745665,0.99853152,0.740928471,0.614048421,-3.93987608,0.997780144,0.519860387,0.5914644,-3.951609373,0.999004185,0.470469177,0.589176536,-3.952603817,0.999213219,0.435009569,0.587779582,-3.952448368,0.999142945,0.799996734,0.636189103,-3.22744441,0.997938335,0.390228629,0.592078626,-3.289325714,0.999540746,0.632235169,0.862482429,-3.650791883,0.998347044,0.500988424,0.841203332,-3.670669556,0.999049842,0.908191562,0.895377934,-2.281589031,0.976733446,0.213868856,0.899442852,-2.332984686,0.994945705,1.092974901,1.326612353,-1.774723411,0.203667611,0.068010263,1.378294826,-1.58741045,0.351447552,1.028535604,1.596641421,-1.873343468,0.027461248,0.101171747,1.739219427,-1.421149969,0.059721816,1.029295325,1.706809759,-1.900039077,0.032082587,0.097316809,1.867206573,-1.433227062,0.065886632,1.000389814,1.659339547,-1.971190095,0.041822013,0.117582239,1.819068789,-1.501461864,0.089484558,0.975901604,1.618751764,-1.897272468,0.042099565,0.138294667,1.766578913,-1.44238627,0.08803954,0.729572952,1.878944874,-0.026114648,0.003623109,0.32855013,1.883883953,0.031221867,0.003973551,0.646723628,2.260578871,-0.027667409,0.009908845,0.311234355,2.379810095,-0.008057776,0.010252829,0.683647633,2.936839581,1.24534297,0.001011605,0.404222876,2.918174982,1.013231158,0.001028126,0.684871495,3.063471794,1.334081888,0.000485899,0.417763621,2.987863064,1.084995747,0.00121339,0.661213517,3.180953503,0.71006608,0.001235594,0.484623492,3.188664913,0.327217102,0.002661241
1,0.574161351,0.724888265,-3.898031235,0.9993909,0.656082034,0.604623377,-3.877058744,0.998688757,0.699407697,0.609170258,-3.876522779,0.998641312,0.740835905,0.614652932,-3.876624584,0.997943282,0.519076884,0.591873705,-3.882693768,0.999078095,0.46966362,0.589582384,-3.883615971,0.999269903,0.434253842,0.5881356,-3.883444548,0.999201477,0.800738215,0.637268424,-3.189995289,0.998085618,0.390044123,0.592074454,-3.226987362,0.999574721,0.631788611,0.86308223,-3.590899229,0.998384893,0.500397265,0.841645479,-3.602997541,0.999060631,0.909763694,0.895409763,-2.250152111,0.976549864,0.214789033,0.899501443,-2.291975498,0.994957745,1.09668088,1.321480155,-1.679191351,0.202313721,0.070080236,1.379295945,-1.562625647,0.349067003,1.032339573,1.585536599,-1.675226808,0.027966727,0.100907467,1.744852543,-1.398859143,0.059352126,1.034170866,1.684114695,-1.6885674,0.032922864,0.094770886,1.875028491,-1.413921475,0.066406757,1.005446076,1.637181163,-1.761942267,0.042816907,0.116888151,1.829414129,-1.494027019,0.090045497,0.980599284,1.598648071,-1.698880792,0.043086998,0.139029533,1.776194811,-1.426174045,0.088655286,0.730364919,1.878287673,-0.03239679,0.003801605,0.333087504,1.8833009,0.037496477,0.004184238,0.639507473,2.205146313,-0.018654812,0.010143488,0.312011451,2.331310987,-0.002612439,0.010692207,0.684644639,2.875303745,1.209530234,0.001045342,0.425368965,2.840955496,1.017468095,0.001057607,0.68527633,3.004081011,1.291199207,0.000518383,0.447275341,2.903962374,1.086003065,0.001250833,0.658369422,3.107012987,0.707700491,0.00129458,0.490748405,3.106431723,0.356911361,0.002718015
1,0.573721588,0.72514987,-3.916148424,0.999419391,0.655716658,0.605070472,-3.901255369,0.998760104,0.699090362,0.609678268,-3.900707245,0.998706698,0.740689278,0.615248859,-3.900793076,0.998042285,0.518330216,0.591993451,-3.905461788,0.999129653,0.46901387,0.589641452,-3.906340837,0.999308884,0.4336299,0.588143945,-3.906203747,0.999241889,0.80100137,0.638144314,-3.240145206,0.998157203,0.389606059,0.591963828,-3.266487598,0.99959594,0.631437123,0.863522112,-3.618161678,0.998376727,0.500016928,0.842390001,-3.627526522,0.999052465,0.910942435,0.895676851,-2.29462719,0.976026237,0.214580804,0.899748445,-2.322823524,0.994908571,1.106001139,1.319892526,-1.654729247,0.198806718,0.069100931,1.386585593,-1.57126236,0.343762577,1.043396354,1.586984992,-1.553414822,0.027230468,0.098602459,1.776975274,-1.408186197,0.057141099,1.044403434,1.684710979,-1.517131448,0.032376647,0.092114814,1.915915608,-1.420413017,0.064730577,1.017254233,1.642266512,-1.588583112,0.042064425,0.116443172,1.872521758,-1.500631332,0.087814964,0.992549062,1.604237318,-1.567279696,0.042304829,0.139119953,1.816434622,-1.434626818,0.08645796,0.732393503,1.878490448,-0.043506645,0.003772571,0.333052903,1.882197022,0.048589014,0.004141762,0.642597497,2.321000814,0.039417561,0.010119615,0.3139036,2.379562378,0.12875177,0.010656986,0.685117602,2.986666918,1.365471125,0.001028765,0.421887219,2.94165206,1.175517321,0.001052963,0.686195016,3.104633331,1.451885104,0.000500379,0.444439888,3.005080938,1.24436307,0.001240306,0.658069253,3.254549503,0.795175314,0.001269849,0.480889618,3.256720066,0.474743366,0.002729101
1,0.570780754,0.725096464,-3.891891956,0.999454141,0.653462827,0.605000615,-3.873606443,0.99885118,0.696993768,0.609635055,-3.873057842,0.998801172,0.738971531,0.615232229,-3.873144865,0.998185694,0.513242841,0.591902196,-3.877774477,0.999190986,0.465223491,0.58957988,-3.87866354,0.999354899,0.43060866,0.588095725,-3.878466845,0.999289393,0.800959408,0.638602614,-3.201598644,0.998287141,0.38854748,0.591953456,-3.231680632,0.999622107,0.629657149,0.863381565,-3.590479374,0.998392344,0.49707517,0.842412233,-3.600338459,0.999045193,0.911428928,0.895842671,-2.266983509,0.975582361,0.214986444,0.899748623,-2.299097776,0.994663715,1.106318355,1.319658518,-1.677537918,0.196856976,0.072556019,1.386886001,-1.533696294,0.333833277,1.042984605,1.588226914,-1.619024873,0.027563553,0.105169311,1.757643819,-1.364210963,0.055696249,1.04427433,1.684345007,-1.610597372,0.033040941,0.098112836,1.883149981,-1.376646399,0.064185135,1.016608834,1.639394522,-1.683900833,0.042894039,0.122221947,1.841922045,-1.45479548,0.087107703,0.99198693,1.60074234,-1.638414025,0.043167271,0.145350084,1.790105104,-1.390948176,0.085733518,0.732916355,1.878430605,-0.04328917,0.003918446,0.333554208,1.882694125,0.048363779,0.004249632,0.64439261,2.20601368,0.049266919,0.010111231,0.313579261,2.337980032,0.131256998,0.010652116,0.686156094,2.864253521,1.340609431,0.001028827,0.440142453,2.837464571,1.137676477,0.001039462,0.68910706,2.988050938,1.430234671,0.000516706,0.464607239,2.895725965,1.203032136,0.001222081,0.659050107,3.104748249,0.767882943,0.001303412,0.504571855,3.111620903,0.484987646,0.00270179
1,0.570149302,0.724558055,-3.872823,0.999474406,0.653060436,0.604920208,-3.851997375,0.99891603,0.696654677,0.609550595,-3.851559877,0.998866796,0.738748074,0.615159631,-3.851672411,0.99829042,0.512333512,0.591841578,-3.854090929,0.999232531,0.464332402,0.58951956,-3.855029583,0.999383807,0.429735363,0.58802259,-3.854700804,0.999318361,0.800940633,0.638762414,-3.167229176,0.998374939,0.388091922,0.591892302,-3.190710783,0.999637663,0.628682137,0.862818182,-3.566347837,0.998379469,0.49562636,0.842357934,-3.573793411,0.999018133,0.911445141,0.895927012,-2.251473904,0.975454628,0.215905219,0.899334192,-2.203568935,0.994523823,1.106231451,1.316074014,-1.697020292,0.197288468,0.07144136,1.36823833,-1.348575354,0.328093946,1.044962049,1.586485982,-1.735903978,0.027793581,0.090552956,1.714586973,-1.129207373,0.054247417,1.047972679,1.683122754,-1.747672796,0.033582207,0.080091573,1.836739063,-1.127997041,0.063344456,1.018010378,1.637101531,-1.827496529,0.043516401,0.101611421,1.795934439,-1.219586611,0.085935123,0.993681729,1.598708034,-1.761516929,0.043745615,0.125791281,1.747795582,-1.159222841,0.08455798,0.733037531,1.882054567,-0.049167596,0.003976334,0.333534002,1.884571433,0.054341443,0.004309802,0.642552137,2.240030766,0.042864896,0.010029313,0.313655287,2.362371683,0.118600391,0.010741244,0.685043931,2.915900946,1.338803053,0.001024037,0.438600153,2.900818348,1.114938498,0.001048407,0.689057708,3.038927555,1.424679518,0.000520706,0.462031275,2.969464302,1.179008245,0.001245941,0.655626953,3.172196865,0.749479055,0.001304964,0.498065382,3.181571245,0.434886217,0.002726244
1,0.56908834,0.72598052,-3.736285448,0.999494135,0.651865065,0.605704904,-3.720647097,0.99895823,0.695276797,0.610611379,-3.720124722,0.998901606,0.737343073,0.616271079,-3.720087051,0.99834311,0.510625005,0.592006147,-3.724318743,0.99926734,0.463054895,0.589770436,-3.72520709,0.99941051,0.428722382,0.588314176,-3.725105762,0.99934715,0.80058831,0.639306664,-3.064934969,0.998400927,0.387718588,0.591911018,-3.089909077,0.999651134,0.627631247,0.864050746,-3.441582203,0.99837023,0.494034946,0.843778253,-3.449831009,0.999025881,0.911386371,0.896232605,-2.156846285,0.974995971,0.21593073,0.898934543,-2.179960489,0.994643152,1.100541949,1.317519307,-1.607124329,0.197093859,0.070412889,1.37448585,-1.463727713,0.334904701,1.037131667,1.605429411,-1.611977935,0.02761439,0.086458601,1.790052176,-1.471804619,0.053914495,1.039977789,1.709864497,-1.622187376,0.033486035,0.071073219,1.938065171,-1.517025232,0.063152626,1.01025033,1.666677356,-1.693863869,0.043287132,0.10063418,1.903777599,-1.603519678,0.085625648,0.985660553,1.62652266,-1.635623574,0.043475773,0.126251161,1.846955061,-1.507046103,0.084468715,0.731631935,1.884001613,-0.048812795,0.004029256,0.330758274,1.884602427,0.053971298,0.004477939,0.642924309,2.381375074,0.020754341,0.0102276,0.313025177,2.42505002,-0.005135432,0.01112052,0.682459414,3.060841084,1.223035097,0.001047712,0.40851444,3.044710398,0.914409339,0.001112244,0.683482826,3.17969799,1.294501901,0.000523673,0.425094932,3.129070282,0.969018757,0.001325849,0.651697993,3.338386297,0.634384513,0.001321052,0.467475176,3.346686363,0.205101132,0.002873893
1,0.569296956,0.72591579,-3.746478558,0.999500692,0.651866198,0.605711997,-3.723019123,0.998971105,0.695261955,0.61065942,-3.722400665,0.998903751,0.73726213,0.61629492,-3.722423553,0.998350024,0.510784745,0.591794014,-3.730225325,0.999281764,0.463099092,0.589465797,-3.731138229,0.999420702,0.42874378,0.588002324,-3.730933428,0.999357164,0.800504029,0.639050245,-3.09797883,0.998376548,0.387699246,0.591522753,-3.107498646,0.999653101,0.627516329,0.863951564,-3.446299791,0.998339295,0.494016469,0.843723536,-3.453869343,0.999025047,0.911676049,0.8958233,-2.194330692,0.974998415,0.216021448,0.898417413,-2.195517063,0.994759679,1.102458239,1.317432404,-1.653757691,0.197399661,0.070174322,1.400011897,-1.473622918,0.339660615,1.043986559,1.618998289,-1.642402411,0.026880382,0.092186838,1.856188178,-1.427182794,0.05294155,1.048084497,1.728765368,-1.653532267,0.03276445,0.079559177,2.016154051,-1.468741655,0.062173847,1.01986587,1.689749479,-1.728316307,0.042290837,0.112732731,1.979042411,-1.562413573,0.084333383,0.9943223,1.648464918,-1.666465163,0.042472895,0.13755019,1.916757703,-1.461611271,0.08326894,0.73183918,1.886845946,-0.049823295,0.00408209,0.328866422,1.884971857,0.054924525,0.004543643,0.661529303,2.496208668,0.019011606,0.010339103,0.32539165,2.513806105,0.030834179,0.011289231,0.686675906,3.174592733,1.289153576,0.00105597,0.399266034,3.172865391,0.947638035,0.001173055,0.685024202,3.288258076,1.369687319,0.00051576,0.408047289,3.265951633,0.99993962,0.001394686,0.655478835,3.47173667,0.690986991,0.00131585,0.463440478,3.487029314,0.228223443,0.003040337
1,0.568923771,0.725839198,-3.804239988,0.999505937,0.651474655,0.605789423,-3.788594723,0.998983979,0.69476974,0.610929251,-3.788073778,0.998908639,0.736730576,0.616764903,-3.788163424,0.998357773,0.510779202,0.59175843,-3.793147326,0.999294639,0.463087469,0.589416623,-3.794034958,0.999429405,0.428712845,0.58793819,-3.793977737,0.999365091,0.800114155,0.63940084,-3.151349306,0.998364508,0.387684762,0.591476202,-3.165682554,0.999656975,0.626679659,0.863861442,-3.509399891,0.998301923,0.493640274,0.843672574,-3.515935183,0.999012053,0.91178292,0.895664454,-2.218524218,0.974658847,0.216011077,0.898216367,-2.249918461,0.994799972,1.10510385,1.316200495,-1.649463058,0.195454076,0.070109993,1.409137964,-1.499551654,0.338312984,1.054359555,1.619009256,-1.550194383,0.026334308,0.098998748,1.859906673,-1.402563334,0.051677145,1.059808493,1.728672743,-1.538512945,0.032349978,0.089312874,2.014815331,-1.426841617,0.061193835,1.035303473,1.689112067,-1.613547325,0.041722085,0.122780167,1.97701633,-1.516731381,0.082987316,1.008912802,1.647974491,-1.571028471,0.041916408,0.146743298,1.91589272,-1.433118701,0.082026005,0.731809258,1.886984706,-0.049302667,0.004073496,0.328145146,1.88495183,0.054372251,0.004539645,0.662181973,2.468167543,0.019471072,0.010431875,0.327364653,2.504361629,0.033403285,0.01147459,0.687367737,3.150705576,1.327071071,0.001054002,0.399338186,3.145321608,1.018137097,0.001192206,0.685224831,3.267076015,1.411773562,0.000507248,0.408168226,3.232480526,1.080130577,0.001411253,0.658455372,3.437062025,0.739296079,0.001313143,0.465555251,3.454573393,0.294143587,0.003108184
